# Legacy Model output file: ../../unitTests/Legacy/Ax8min_NatEpochSaa_Diff.AE8.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AE8
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; SAA Shifted; Activity Level: Min
# Energy levels (MeV):       0.04 0.07 0.1 0.25 0.5 0.75 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.03194444,1.24696101,2.98641920,-0.68602853,2.06647812e+08,1.36460953e+08,6.13705039e+07,1.76171934e+07,5.59220117e+06,1.23844067e+06,1.53934705e+06,7.08093018e+05,3.13315582e+05,1.74299530e+05,8.93254547e+04,4.85030785e+04,2.38056583e+04,8.94205570e+03,2.29533458e+03,4.58000541e+02,7.45082200e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03263889,1.23319893,3.01644949,-0.67461718,2.07565359e+08,1.37414453e+08,6.24125391e+07,1.79231270e+07,5.57608545e+06,1.35543201e+06,1.57156006e+06,7.18317566e+05,3.18539520e+05,1.78027130e+05,9.05559311e+04,4.91199570e+04,2.39985447e+04,8.96685314e+03,2.29375434e+03,4.56214249e+02,7.31841251e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03333333,1.21925132,3.04602571,-0.66310412,2.08387578e+08,1.38329531e+08,6.34986055e+07,1.82424531e+07,5.55195898e+06,1.48610425e+06,1.60550916e+06,7.28871521e+05,3.23980103e+05,1.81955536e+05,9.18214645e+04,4.97507706e+04,2.41886063e+04,8.98698044e+03,2.29041862e+03,4.53977525e+02,7.17465729e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03402778,1.20512321,3.07515099,-0.65149297,2.09142578e+08,1.39182609e+08,6.45329648e+07,1.85466816e+07,5.52633740e+06,1.61520996e+06,1.63796204e+06,7.38898071e+05,3.29157928e+05,1.85708298e+05,9.30217819e+04,5.03478470e+04,2.43674603e+04,9.00568867e+03,2.28724051e+03,4.51865911e+02,7.04221949e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03472222,1.19081978,3.10382911,-0.63978701,2.09884781e+08,1.40029562e+08,6.55841172e+07,1.88559844e+07,5.49777490e+06,1.75099939e+06,1.67105542e+06,7.49062866e+05,3.34419739e+05,1.89531555e+05,9.42367477e+04,5.09511337e+04,2.45473614e+04,9.02437401e+03,2.28403592e+03,4.49746549e+02,6.91209510e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03541667,1.17634606,3.13206335,-0.62798955,2.10568125e+08,1.40840375e+08,6.66374453e+07,1.91660527e+07,5.46495654e+06,1.89335339e+06,1.70441394e+06,7.59192993e+05,3.39689911e+05,1.93382965e+05,9.54455261e+04,5.15491753e+04,2.47226639e+04,9.04099846e+03,2.28029585e+03,4.47520077e+02,6.78275675e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03611111,1.16170690,3.15985701,-0.61610356,2.11187922e+08,1.41586781e+08,6.76334922e+07,1.94594863e+07,5.43137744e+06,2.03266455e+06,1.73608167e+06,7.68749023e+05,3.44671753e+05,1.97036545e+05,9.65842667e+04,5.21112595e+04,2.48863640e+04,9.05620384e+03,2.27671933e+03,4.45423514e+02,6.66391551e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03680556,1.14690686,3.18721324,-0.60413250,2.11748734e+08,1.42322094e+08,6.86886484e+07,1.97705957e+07,5.39003955e+06,2.18826904e+06,1.76990820e+06,7.78796936e+05,3.49944458e+05,2.00936661e+05,9.77775192e+04,5.26974297e+04,2.50521755e+04,9.06866932e+03,2.27191854e+03,4.42987144e+02,6.53610229e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03750000,1.13195050,3.21413533,-0.59207889,2.12293469e+08,1.43025375e+08,6.96998672e+07,2.00686934e+07,5.34937158e+06,2.34081738e+06,1.80235864e+06,7.88421387e+05,3.54996918e+05,2.04673828e+05,9.89201660e+04,5.32584877e+04,2.52118187e+04,9.08175373e+03,2.26779747e+03,4.40782934e+02,6.41995817e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03819444,1.11684235,3.24062626,-0.57994601,2.12730406e+08,1.43681266e+08,7.07552812e+07,2.03802461e+07,5.29923242e+06,2.51049780e+06,1.83661353e+06,7.98364746e+05,3.60264648e+05,2.08618408e+05,1.00095688e+05,5.38316460e+04,2.53677578e+04,9.09003448e+03,2.26194644e+03,4.38144535e+02,6.29382432e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
