# Irene Model output file: ../../unitTests/Legacy/Ax8max_NatEpochSaa_Diff.AE8.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               AE8
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; SAA Shifted; Activity Level: Max
# Energy levels (MeV):       0.04 0.07 0.1 0.25 0.5 0.75 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2/MeV)
53219.02361111,1.39545046,2.58927141,-0.81361047,6.95969251e+11,4.88288849e+11,3.94145882e+11,7.03432248e+10,1.95203198e+10,7.91851050e+09,4.22753735e+09,2.32331479e+09,9.68049074e+08,5.91301586e+08,2.61513270e+08,1.20784580e+08,4.59209463e+07,1.42951745e+07,3.99199990e+06,9.37078008e+05,1.50403916e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02430556,1.38439666,2.62504771,-0.80373478,7.25521494e+11,5.09078038e+11,4.10245487e+11,7.35400159e+10,2.04182271e+10,8.26054954e+09,4.43175955e+09,2.42252848e+09,1.00960694e+09,6.19569363e+08,2.72860060e+08,1.25791596e+08,4.76458952e+07,1.48449026e+07,4.13024722e+06,9.66445261e+05,1.55298217e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02500000,1.37307870,2.66032286,-0.79370542,7.55527859e+11,5.30185811e+11,4.26530638e+11,7.67932881e+10,2.13340282e+10,8.60806987e+09,4.64134017e+09,2.52277068e+09,1.05178902e+09,6.48431526e+08,2.84380906e+08,1.30860822e+08,4.93797057e+07,1.53984147e+07,4.26859501e+06,9.95629931e+05,1.60190038e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02569444,1.36150411,2.69510108,-0.78352791,7.85976944e+11,5.51604036e+11,4.42995134e+11,8.01018134e+10,2.22673840e+10,8.96093624e+09,4.85621027e+09,2.62400491e+09,1.09457913e+09,6.77877199e+08,2.96071267e+08,1.35990297e+08,5.11218990e+07,1.59555328e+07,4.40701920e+06,1.02463449e+06,1.65078424e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02638889,1.34968075,2.72938677,-0.77320693,8.16860243e+11,5.73326701e+11,4.59632647e+11,8.34648937e+10,2.32181681e+10,9.31905534e+09,5.07638534e+09,2.72619024e+09,1.13796499e+09,7.07902925e+08,3.07927754e+08,1.41178142e+08,5.28716655e+07,1.65160009e+07,4.54545139e+06,1.05344601e+06,1.69960717e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02708333,1.33761568,2.76318386,-0.76274752,8.48176116e+11,5.95352577e+11,4.76432840e+11,8.68835274e+10,2.41869979e+10,9.68244316e+09,5.30221984e+09,2.82924675e+09,1.18194215e+09,7.38532582e+08,3.19949534e+08,1.46421773e+08,5.46264436e+07,1.70791153e+07,4.68361259e+06,1.08198462e+06,1.74826126e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02777778,1.32531611,2.79649642,-0.75215438,8.79915102e+11,6.17675007e+11,4.93390825e+11,9.03566746e+10,2.51735837e+10,1.00509879e+10,5.53365184e+09,2.93314644e+09,1.22649723e+09,7.69756696e+08,3.32132819e+08,1.51719628e+08,5.63859359e+07,1.76447534e+07,4.82149556e+06,1.11025686e+06,1.79674345e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02847222,1.31278896,2.82932870,-0.74143207,9.12063526e+11,6.40284480e+11,5.10507393e+11,9.38818623e+10,2.61769674e+10,1.04244994e+10,5.77029439e+09,3.03791009e+09,1.27161285e+09,8.01540720e+08,3.44472319e+08,1.57071329e+08,5.81517843e+07,1.82132988e+07,4.95931987e+06,1.13833980e+06,1.84513807e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02916667,1.30004065,2.86168446,-0.73058466,9.44618432e+11,6.63178592e+11,5.27776197e+11,9.74599291e+10,2.71969795e+10,1.08032318e+10,6.01161882e+09,3.14377499e+09,1.31731967e+09,8.33843763e+08,3.56941698e+08,1.62471048e+08,5.99234703e+07,1.87842100e+07,5.09708927e+06,1.16625345e+06,1.89329270e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02986111,1.28707747,2.89356762,-0.71961671,9.77580658e+11,6.86356918e+11,5.45186073e+11,1.01093950e+11,2.82332081e+10,1.11879017e+10,6.25621897e+09,3.25138308e+09,1.36370492e+09,8.66561436e+08,3.69477128e+08,1.67905751e+08,6.17004418e+07,1.93563691e+07,5.23487539e+06,1.19405749e+06,1.94085640e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
