# Irene Model output file: ../../unitTests/Legacy/CRRquiet_NatEpoch_Intg.CRRESELE.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESELE
# Particle species:         e-
# Flux type:                Integral
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; unshifted SAA; Ap range: 5-7.5
# Energy levels (MeV):       0.65 0.95 1.6 2 2.35 2.75 3.15 3.75 4.55 5.75
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2)
53219.04652778,0.92516057,3.52594833,-0.42910551,1.74271352e+08,1.07538191e+08,2.93529521e+07,5.89126472e+06,1.65666195e+06,4.60090993e+05,1.34665910e+05,3.39967870e+04,7.69735954e+03,1.69384048e+03
53219.04722222,0.90843201,3.54709270,-0.41617011,1.80979700e+08,1.11044415e+08,3.01152539e+07,6.03537904e+06,1.69308096e+06,4.69512935e+05,1.37113729e+05,3.45754675e+04,7.82461729e+03,1.73170798e+03
53219.04791667,0.89160268,3.56784389,-0.40318872,1.87787858e+08,1.14607697e+08,3.08920984e+07,6.18259851e+06,1.73037855e+06,4.79183568e+05,1.39632997e+05,3.51736076e+04,7.95701631e+03,1.77120898e+03
53219.04861111,0.87467557,3.58820395,-0.39016292,1.95406628e+08,1.18466154e+08,3.17006812e+07,6.33146264e+06,1.76775050e+06,4.88782083e+05,1.42117498e+05,3.57629666e+04,8.08795955e+03,1.81053673e+03
53219.04930556,0.85765382,3.60817538,-0.37709505,2.03836012e+08,1.22619788e+08,3.25410027e+07,6.48197147e+06,1.80519682e+06,4.98308482e+05,1.44567232e+05,3.63435446e+04,8.21744705e+03,1.84969123e+03
53219.05000000,0.84054009,3.62776023,-0.36398653,2.12265396e+08,1.26773422e+08,3.33813240e+07,6.63248028e+06,1.84264314e+06,5.07834879e+05,1.47016966e+05,3.69241226e+04,8.34693454e+03,1.88884573e+03
53219.05069444,0.82333736,3.64696086,-0.35083956,2.20694779e+08,1.30927055e+08,3.42216452e+07,6.78298909e+06,1.88008946e+06,5.17361277e+05,1.49466700e+05,3.75047005e+04,8.47642203e+03,1.92800022e+03
53219.05138889,0.80604831,3.66577913,-0.33765586,2.29124163e+08,1.35080689e+08,3.50619667e+07,6.93349792e+06,1.91753578e+06,5.26887676e+05,1.51916434e+05,3.80852786e+04,8.60590954e+03,1.96715473e+03
53219.05208333,0.78867560,3.68421742,-0.32443715,2.37553547e+08,1.39234322e+08,3.59022880e+07,7.08400673e+06,1.95498210e+06,5.36414073e+05,1.54366167e+05,3.86658566e+04,8.73539702e+03,2.00630922e+03
53219.05277778,0.77122206,3.70227775,-0.31118502,2.46087635e+08,1.43445035e+08,3.67562817e+07,7.23731286e+06,1.99319837e+06,5.46156708e+05,1.56877595e+05,3.92630861e+04,8.86936053e+03,2.04692398e+03
53219.05347222,0.75369020,3.71996202,-0.29790134,2.54726426e+08,1.47712825e+08,3.76239475e+07,7.39341627e+06,2.03218459e+06,5.56115577e+05,1.59450716e+05,3.98769671e+04,9.00780001e+03,2.08899897e+03
53219.05416667,0.73608253,3.73727210,-0.28458768,2.63365218e+08,1.51980616e+08,3.84916135e+07,7.54951970e+06,2.07117081e+06,5.66074447e+05,1.62023837e+05,4.04908482e+04,9.14623952e+03,2.13107397e+03
53219.05486111,0.71840156,3.75421020,-0.27124576,2.72957112e+08,1.56586510e+08,3.93795706e+07,7.70655498e+06,2.11017483e+06,5.75954439e+05,1.64559097e+05,4.10947077e+04,9.28311151e+03,2.17292622e+03
53219.05555556,0.70064980,3.77077788,-0.25787701,2.83502111e+08,1.61530509e+08,4.02878191e+07,7.86452214e+06,2.14919666e+06,5.85755554e+05,1.67056495e+05,4.16885457e+04,9.41841603e+03,2.21455573e+03
53219.05625000,0.68282945,3.78697734,-0.24448299,2.94047109e+08,1.66474507e+08,4.11960674e+07,8.02248928e+06,2.18821848e+06,5.95556668e+05,1.69553893e+05,4.22823837e+04,9.55372053e+03,2.25618523e+03
53219.05694444,0.66494302,3.80280999,-0.23106542,3.04592106e+08,1.71418505e+08,4.21043157e+07,8.18045641e+06,2.22724030e+06,6.05357782e+05,1.72051291e+05,4.28762217e+04,9.68902503e+03,2.29781472e+03
53219.05763889,0.64699287,3.81827803,-0.21762557,3.15137106e+08,1.76362503e+08,4.30125642e+07,8.33842357e+06,2.26626213e+06,6.15158897e+05,1.74548689e+05,4.34700597e+04,9.82432955e+03,2.33944423e+03
53219.05833333,0.62898120,3.83338288,-0.20416515,3.25682103e+08,1.81306501e+08,4.39208125e+07,8.49639071e+06,2.30528395e+06,6.24960011e+05,1.77046087e+05,4.40638977e+04,9.95963405e+03,2.38107373e+03
53219.05902778,0.61091019,3.84812641,-0.19068527,3.36339209e+08,1.86307857e+08,4.48412303e+07,8.65673038e+06,2.34495563e+06,6.34945157e+05,1.79595678e+05,4.46718342e+04,1.00988768e+04,2.42399023e+03
53219.05972222,0.59278205,3.86251020,-0.17718781,3.47108421e+08,1.91366569e+08,4.57738174e+07,8.81944252e+06,2.38527715e+06,6.45114331e+05,1.82197461e+05,4.52938692e+04,1.02420578e+04,2.46819373e+03
53219.06041667,0.57459898,3.87653597,-0.16367372,3.57877635e+08,1.96425281e+08,4.67064046e+07,8.98215469e+06,2.42559868e+06,6.55283507e+05,1.84799244e+05,4.59159042e+04,1.03852388e+04,2.51239723e+03
53219.06111111,0.55636317,3.89020514,-0.15014471,3.68646847e+08,2.01483993e+08,4.76389916e+07,9.14486683e+06,2.46592021e+06,6.65452682e+05,1.87401027e+05,4.65379392e+04,1.05284198e+04,2.55660073e+03
53219.06180556,0.53807650,3.90351943,-0.13660190,3.79416060e+08,2.06542705e+08,4.85715788e+07,9.30757900e+06,2.50624174e+06,6.75621858e+05,1.90002810e+05,4.71599743e+04,1.06716008e+04,2.60080423e+03
53219.06250000,0.51974102,3.91648041,-0.12304668,3.91451471e+08,2.12090240e+08,4.95480988e+07,9.47227096e+06,2.54657433e+06,6.85717144e+05,1.92555610e+05,4.77652587e+04,1.08148358e+04,2.64537898e+03
53219.06319444,0.50135893,3.92908934,-0.10948047,4.04753080e+08,2.18126599e+08,5.05685518e+07,9.63894275e+06,2.58691800e+06,6.95738541e+05,1.95059428e+05,4.83537927e+04,1.09581248e+04,2.69032497e+03
53219.06388889,0.48293210,3.94134794,-0.09590454,4.18054690e+08,2.24162959e+08,5.15890050e+07,9.80561456e+06,2.62726168e+06,7.05759940e+05,1.97563246e+05,4.89423267e+04,1.11014138e+04,2.73527098e+03
