# Irene Model output file: ../../unitTests/Legacy/Ax8max_atEpoch_Intg.AE8.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               AE8
# Particle species:         e-
# Flux type:                Integral
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Activity Level: Max
# Energy levels (MeV):       0.04 0.07 0.1 0.25 0.5 0.75 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2)
53219.02638889,1.34968075,2.72938677,-0.77320693,7.39356138e+10,5.78015802e+10,4.51900840e+10,1.79352396e+10,8.13432024e+09,4.61257214e+09,3.00201364e+09,1.52045249e+09,7.18729800e+08,3.59300136e+08,1.49832385e+08,5.91847016e+07,1.97837556e+07,5.65839910e+06,1.41307788e+06,2.92662189e+05,4.93230889e+04,8.36597983e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02708333,1.33761568,2.76318386,-0.76274752,7.68289683e+10,6.00712536e+10,4.69705126e+10,1.86874604e+10,8.47510614e+09,4.80312487e+09,3.12813330e+09,1.58070600e+09,7.47642789e+08,3.73949675e+08,1.55426929e+08,6.12516980e+07,2.04170128e+07,5.83287242e+06,1.45144037e+06,2.99784797e+05,5.04292995e+04,8.50576977e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02777778,1.32531611,2.79649642,-0.75215438,7.97624846e+10,6.23723130e+10,4.87754705e+10,1.94526343e+10,8.82190816e+09,4.99689227e+09,3.25647520e+09,1.64170104e+09,7.76972988e+08,3.88815028e+08,1.61077178e+08,6.33323454e+07,2.10515353e+07,6.00748164e+06,1.48961426e+06,3.06834956e+05,5.15220132e+04,8.64163769e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02847222,1.31278896,2.82932870,-0.74143207,8.27362016e+10,6.47046733e+10,5.06047998e+10,2.02310379e+10,9.17461461e+09,5.19380715e+09,3.38684653e+09,1.70358519e+09,8.06683747e+08,4.03840005e+08,1.66761287e+08,6.54229448e+07,2.16869115e+07,6.18201231e+06,1.52760858e+06,3.13807837e+05,5.25935028e+04,8.77307865e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02916667,1.30004065,2.86168446,-0.73058466,8.57498222e+10,6.70679899e+10,5.24581401e+10,2.10228566e+10,9.53308275e+09,5.39378480e+09,3.51905493e+09,1.76648631e+09,8.36737937e+08,4.18971605e+08,1.72458829e+08,6.75198956e+07,2.23226883e+07,6.35625058e+06,1.56542630e+06,3.20698429e+05,5.36370904e+04,8.89967579e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02986111,1.28707747,2.89356762,-0.71961671,8.88032000e+10,6.94621387e+10,5.43353873e+10,2.18281422e+10,9.89732525e+09,5.59682745e+09,3.65309634e+09,1.83040684e+09,8.67132716e+08,4.34207162e+08,1.78168553e+08,6.96227450e+07,2.29587227e+07,6.53015775e+06,1.60305973e+06,3.27506164e+05,5.46532707e+04,9.02157850e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03055556,1.27390601,2.92498195,-0.70853199,9.18958092e+10,7.18866986e+10,5.62362056e+10,2.26468457e+10,1.02673093e+10,5.80291224e+09,3.78895004e+09,1.89534122e+09,8.97861552e+08,4.49542200e+08,1.83888557e+08,7.17307984e+07,2.35948004e+07,6.70367602e+06,1.64049720e+06,3.34229787e+05,5.56424343e+04,9.13892046e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03125000,1.26053177,2.95593122,-0.69733473,9.50267235e+10,7.43409432e+10,5.81600268e+10,2.34787229e+10,1.06429241e+10,6.01197703e+09,3.92657499e+09,1.96126994e+09,9.28915518e+08,4.64973003e+08,1.89617983e+08,7.38437067e+07,2.42308547e+07,6.87679900e+06,1.67774120e+06,3.40871908e+05,5.66059045e+04,9.25197633e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03194444,1.24696101,2.98641920,-0.68602853,9.81957066e+10,7.68246798e+10,6.01066925e+10,2.43237973e+10,1.10241697e+10,6.22401721e+09,4.06596308e+09,2.02819330e+09,9.60290984e+08,4.80496670e+08,1.95355550e+08,7.59610021e+07,2.48667424e+07,7.04948896e+06,1.71478451e+06,3.47432093e+05,5.75441647e+04,9.36088297e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03263889,1.23319893,3.01644949,-0.67461718,1.01402526e+11,7.93377085e+10,6.20760319e+10,2.51821820e+10,1.14110774e+10,6.43904104e+09,4.20710898e+09,2.09611711e+09,9.91982798e+08,4.96107667e+08,2.01098276e+08,7.80816282e+07,2.55021020e+07,7.22163779e+06,1.75160178e+06,3.53905390e+05,5.84566562e+04,9.46561646e+03,0.00000000e+00,0.00000000e+00,0.00000000e+00
