# Irene Model output file: ../../unitTests/Legacy/CRRquiet_atEpoch_Diff.CRRESELE.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESELE
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Ap range: 5-7.5
# Energy levels (MeV):       0.65 0.95 1.6 2 2.35 2.75 3.15 3.75 4.55 5.75
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2/MeV)
53219.05902778,0.61091019,3.84812641,-0.19068527,4.56186286e+08,4.44399376e+08,1.34706563e+08,2.42623836e+07,6.74302748e+06,1.75109670e+06,5.40186695e+05,7.59843598e+04,1.34853000e+04,3.04602000e+03
53219.05972222,0.59278205,3.86251020,-0.17718781,4.77546284e+08,4.60179375e+08,1.37691562e+08,2.47536336e+07,6.86373062e+06,1.78115531e+06,5.47965034e+05,7.70445597e+04,1.36141800e+04,3.09959999e+03
53219.06041667,0.57459898,3.87653597,-0.16367372,4.98906286e+08,4.75959376e+08,1.40676563e+08,2.52448836e+07,6.98443377e+06,1.81121393e+06,5.55743375e+05,7.81047598e+04,1.37430601e+04,3.15318000e+03
53219.06111111,0.55636317,3.89020514,-0.15014471,5.20266284e+08,4.91739375e+08,1.43661562e+08,2.57361336e+07,7.10513690e+06,1.84127255e+06,5.63521715e+05,7.91649597e+04,1.38719400e+04,3.20675999e+03
53219.06180556,0.53807650,3.90351943,-0.13660190,5.41626286e+08,5.07519376e+08,1.46646563e+08,2.62273837e+07,7.22584004e+06,1.87133117e+06,5.71300055e+05,8.02251598e+04,1.40008201e+04,3.26034000e+03
53219.06250000,0.51974102,3.91648041,-0.12304668,5.62986285e+08,5.23299375e+08,1.49631563e+08,2.67186336e+07,7.34654318e+06,1.90138979e+06,5.79078395e+05,8.12853597e+04,1.41297001e+04,3.31391999e+03
53219.06319444,0.50135893,3.92908934,-0.10948047,5.84346283e+08,5.39079374e+08,1.52616562e+08,2.72098836e+07,7.46724631e+06,1.93144841e+06,5.86856734e+05,8.23455597e+04,1.42585801e+04,3.36749999e+03
53219.06388889,0.48293210,3.94134794,-0.09590454,6.08976285e+08,5.56959376e+08,1.55813438e+08,2.77166024e+07,7.58994164e+06,1.96188788e+06,5.94679025e+05,8.33819398e+04,1.43884801e+04,3.42287999e+03
53219.06458333,0.46446258,3.95325747,-0.08232013,6.36876283e+08,5.76939374e+08,1.59222187e+08,2.82387898e+07,7.71462913e+06,1.99270819e+06,6.02545265e+05,8.43944998e+04,1.45194001e+04,3.48005999e+03
53219.06527778,0.44595210,3.96481934,-0.06872834,6.64776286e+08,5.96919376e+08,1.62630938e+08,2.87609774e+07,7.83931664e+06,2.02352852e+06,6.10411506e+05,8.54070599e+04,1.46503201e+04,3.53723999e+03
53219.06597222,0.42740284,3.97603497,-0.05513059,6.92676284e+08,6.16899375e+08,1.66039687e+08,2.92831649e+07,7.96400413e+06,2.05434883e+06,6.18277746e+05,8.64196199e+04,1.47812401e+04,3.59441998e+03
53219.06666667,0.40881639,3.98690561,-0.04152813,7.20576286e+08,6.36879376e+08,1.69448438e+08,2.98053524e+07,8.08869164e+06,2.08516916e+06,6.26143987e+05,8.74321800e+04,1.49121601e+04,3.65159999e+03
53219.06736111,0.39019463,3.99743267,-0.02792206,7.48476284e+08,6.56859375e+08,1.72857187e+08,3.03275399e+07,8.21337913e+06,2.11598947e+06,6.34010227e+05,8.84447400e+04,1.50430801e+04,3.70877998e+03
53219.06805556,0.37153958,4.00761756,-0.01431347,7.76376287e+08,6.76839377e+08,1.76265938e+08,3.08497274e+07,8.33806664e+06,2.14680980e+06,6.41876468e+05,8.94573002e+04,1.51740001e+04,3.76595999e+03
53219.06875000,0.35285284,4.01746123,-0.00070379,8.04276285e+08,6.96819375e+08,1.79674688e+08,3.13719149e+07,8.46275414e+06,2.17763011e+06,6.49742708e+05,9.04698601e+04,1.53049201e+04,3.82313998e+03
53219.06944444,0.33413627,4.02696494,0.01290589,8.32176283e+08,7.16799374e+08,1.83083437e+08,3.18941023e+07,8.58744163e+06,2.20845043e+06,6.57608948e+05,9.14824201e+04,1.54358401e+04,3.88031998e+03
53219.07013889,0.31539161,4.03613009,0.02651463,8.60271285e+08,7.36944376e+08,1.86527813e+08,3.24223836e+07,8.71376978e+06,2.23971019e+06,6.65592369e+05,9.25133103e+04,1.55694001e+04,3.93887998e+03
53219.07083333,0.29662042,4.04495762,0.04012101,8.88561284e+08,7.57254374e+08,1.90007812e+08,3.29567586e+07,8.84173855e+06,2.27140939e+06,6.73692969e+05,9.35625302e+04,1.57056001e+04,3.99881998e+03
53219.07152778,0.27782474,4.05344880,0.05372426,9.16851286e+08,7.77564376e+08,1.93487813e+08,3.34911336e+07,8.96970734e+06,2.30310860e+06,6.81793569e+05,9.46117504e+04,1.58418001e+04,4.05875999e+03
