# Legacy Model output file: ../../unitTests/Legacy/CRRquiet_NatEpochSaa_Diff.CRRESELE.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESELE
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; SAA Shifted; Ap range: 5-7.5
# Energy levels (MeV):       0.65 0.95 1.6 2 2.35 2.75 3.15 3.75 4.55 5.75
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.45347222,-1.23169623,-0.42349196,0.83005148,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.45416667,-1.19077756,-0.47317805,0.79841772,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.45486111,-1.14793963,-0.52210039,0.76549520,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.45555556,-1.10311856,-0.57011929,0.73124827,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.45625000,-1.05625298,-0.61707998,0.69564415,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.45694444,-1.00728528,-0.66281077,0.65865331,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.45763889,-0.95616367,-0.70712236,0.62025176,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.45833333,-0.90284452,-0.74980632,0.58042237,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.45902778,-0.84729439,-0.79063505,0.53915605,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.45972222,-0.78949397,-0.82936103,0.49645530,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46041667,-0.72944155,-0.86571776,0.45233551,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46111111,-0.66715658,-0.89942099,0.40682854,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46180556,-0.60268442,-0.93017140,0.35998509,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46250000,-0.53610089,-0.95765805,0.31187783,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46319444,-0.46751617,-0.98156438,0.26260375,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46388889,-0.39707936,-1.00157568,0.21228717,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46458333,-0.32498038,-1.01738746,0.16108002,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46527778,-0.25145232,-1.02871673,0.10916311,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46597222,-0.17676953,-1.03531266,0.05674394,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46666667,-0.10124561,-1.03696980,0.00405481,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46736111,-0.02522602,-1.03353780,-0.04865331,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46805556,0.05091867,-1.02493141,-0.10111643,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46875000,0.12680531,-1.01113715,-0.15306583,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.46944444,0.20204906,-0.99221497,-0.20423672,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47013889,0.27627637,-0.96829734,-0.25437688,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47083333,0.34913658,-0.93958344,-0.30325418,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47152778,0.42031187,-0.90633020,-0.35066330,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47222222,0.48952505,-0.86884025,-0.39643034,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47291667,0.55654335,-0.82744962,-0.44041468,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47361111,0.62118125,-0.78251491,-0.48250973,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47430556,0.68329922,-0.73440090,-0.52264189,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47500000,0.74280073,-0.68347030,-0.56076752,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47569444,0.79962864,-0.63007581,-0.59686951,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47638889,0.85376036,-0.57455299,-0.63095398,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47708333,0.90520185,-0.51721638,-0.66304558,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47777778,0.95398324,-0.45835698,-0.69318433,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47847222,1.00015350,-0.39824021,-0.72142187,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47916667,1.04377590,-0.33710667,-0.74781784,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.47986111,1.08492482,-0.27517202,-0.77243832,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48055556,1.12368204,-0.21262886,-0.79535268,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48125000,1.16013420,-0.14964779,-0.81663282,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48194444,1.19437045,-0.08637933,-0.83635045,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48263889,1.22648104,-0.02295580,-0.85457732,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48333333,1.25655591,0.04050697,-0.87138357,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48402778,1.28468358,0.10390821,-0.88683749,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48472222,1.31095037,0.16715988,-0.90100515,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48541667,1.33543995,0.23018568,-0.91394965,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48611111,1.35823299,0.29292002,-0.92573173,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48680556,1.37940718,0.35530591,-0.93640900,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48750000,1.39903629,0.41729454,-0.94603623,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48819444,1.41719111,0.47884386,-0.95466537,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48888889,1.43393898,0.53991838,-0.96234571,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.48958333,1.44934361,0.60048766,-0.96912371,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49027778,1.46346560,0.66052612,-0.97504316,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49097222,1.47636269,0.72001193,-0.98014581,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49166667,1.48808921,0.77892736,-0.98447043,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49236111,1.49869663,0.83725735,-0.98805421,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49305556,1.50823393,0.89498980,-0.99093185,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49375000,1.51674724,0.95211483,-0.99313614,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49444444,1.52428036,1.00862491,-0.99469817,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49513889,1.53087487,1.06451406,-0.99564713,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49583333,1.53656972,1.11977806,-0.99601064,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49652778,1.54140240,1.17441377,-0.99581460,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49722222,1.54540777,1.22841945,-0.99508397,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49791667,1.54861957,1.28179448,-0.99384198,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49861111,1.55106919,1.33453886,-0.99211043,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.49930556,1.55278692,1.38665369,-0.98991053,3.34999990e-01,4.25781012e+02,0.00000000e+00,0.00000000e+00,2.71199993e+00,1.34279998e+01,1.32750003e+01,2.10599997e+00,1.40800001e+00,1.16300001e+00
53219.50000000,1.55380117,1.43814038,-0.98726174,3.34999990e-01,4.25781012e+02,0.00000000e+00,0.00000000e+00,2.71199993e+00,1.34279998e+01,1.32750003e+01,2.10599997e+00,1.40800001e+00,1.16300001e+00
53219.50069444,1.55413894,1.48900113,-0.98418304,3.03999986e-01,4.88281012e+02,0.00000000e+00,0.00000000e+00,4.52399999e+00,1.78830009e+01,1.76999997e+01,2.85300007e+00,2.49899994e+00,1.20399997e+00
53219.50138889,1.55382597,1.53923860,-0.98069186,3.03999986e-01,4.88281012e+02,0.00000000e+00,0.00000000e+00,4.52399999e+00,1.78830009e+01,1.76999997e+01,2.85300007e+00,2.49899994e+00,1.20399997e+00
53219.50208333,1.55288705,1.58885610,-0.97680547,3.57999990e-01,7.60742009e+02,6.61619976e+01,0.00000000e+00,6.49299985e+00,2.30100006e+01,2.28269994e+01,5.47000021e+00,5.68399997e+00,1.85799995e+00
53219.50277778,1.55134512,1.63785676,-0.97253955,3.57999990e-01,7.60742009e+02,6.61619976e+01,0.00000000e+00,6.49299985e+00,2.30100006e+01,2.28269994e+01,5.47000021e+00,5.68399997e+00,1.85799995e+00
53219.50347222,1.54922244,1.68624435,-0.96790934,3.19999992e-01,7.17773020e+02,1.36474997e+02,1.73649993e+01,9.64399986e+00,2.63669994e+01,2.73739994e+01,7.73600023e+00,9.59799998e+00,2.73500010e+00
53219.50416667,1.54654037,1.73402310,-0.96292928,3.19999992e-01,7.17773020e+02,1.36474997e+02,1.73649993e+01,9.64399986e+00,2.63669994e+01,2.73739994e+01,7.73600023e+00,9.59799998e+00,2.73500010e+00
53219.50486111,1.54331868,1.78119711,-0.95761332,2.91000004e-01,7.73437977e+02,1.74071997e+02,1.99890006e+01,2.31320001e+01,3.00290007e+01,2.88699996e+01,1.10780001e+01,1.29699996e+01,3.68100009e+00
53219.50555556,1.53957669,1.82777075,-0.95197420,2.91000004e-01,7.73437977e+02,1.74071997e+02,1.99890006e+01,2.31320001e+01,3.00290007e+01,2.88699996e+01,1.10780001e+01,1.29699996e+01,3.68100009e+00
53219.50625000,1.53533290,1.87374859,-0.94602461,3.99000011e-01,7.94921994e+02,2.17773005e+02,3.67430001e+01,2.42919996e+01,3.32640000e+01,3.07620000e+01,1.53660001e+01,1.47399995e+01,3.48700001e+00
53219.50694444,1.53060460,1.91913517,-0.93977649,3.99000011e-01,7.94921994e+02,2.17773005e+02,3.67430001e+01,2.42919996e+01,3.32640000e+01,3.07620000e+01,1.53660001e+01,1.47399995e+01,3.48700001e+00
53219.50763889,1.52540856,1.96393537,-0.93324083,5.89000003e-01,1.04882801e+03,2.42919996e+02,6.75050020e+01,2.93269996e+01,3.28369997e+01,3.27760018e+01,1.91040002e+01,1.41449999e+01,3.55100003e+00
53219.50833333,1.51976064,2.00815404,-0.92642877,5.89000003e-01,1.04882801e+03,2.42919996e+02,6.75050020e+01,2.93269996e+01,3.28369997e+01,3.27760018e+01,1.91040002e+01,1.41449999e+01,3.55100003e+00
53219.50902778,1.51367639,2.05179605,-0.91935051,7.67000020e-01,2.01562500e+03,2.88574010e+02,1.26953006e+02,3.60720009e+01,3.95510010e+01,4.06490006e+01,2.37729996e+01,1.47860004e+01,3.63499997e+00
53219.50972222,1.50717008,2.09486627,-0.91201579,7.67000020e-01,2.01562500e+03,2.88574010e+02,1.26953006e+02,3.60720009e+01,3.95510010e+01,4.06490006e+01,2.37729996e+01,1.47860004e+01,3.63499997e+00
53219.51041667,1.50025600,2.13736957,-0.90443417,9.86000057e-01,1.57617199e+03,3.35449010e+02,2.34619007e+02,7.15330020e+01,4.97439988e+01,4.96219993e+01,2.78929994e+01,1.44199999e+01,3.44499992e+00
53219.51111111,1.49294733,2.17931080,-0.89661477,9.86000057e-01,1.57617199e+03,3.35449010e+02,2.34619007e+02,7.15330020e+01,4.97439988e+01,4.96219993e+01,2.78929994e+01,1.44199999e+01,3.44499992e+00
53219.51180556,1.48525709,2.22069500,-0.88856589,1.26799999e+00,2.13671899e+03,5.77148020e+02,3.24707001e+02,1.33544996e+02,6.82369992e+01,5.90209998e+01,3.16770002e+01,1.30460002e+01,3.22300009e+00
53219.51250000,1.47719739,2.26152718,-0.88029602,1.26799999e+00,2.13671899e+03,5.77148020e+02,3.24707001e+02,1.33544996e+02,6.82369992e+01,5.90209998e+01,3.16770002e+01,1.30460002e+01,3.22300009e+00
53219.51319444,1.46878029,2.30181206,-0.87181300,1.27999997e+00,2.15625000e+03,5.83984017e+02,3.29102010e+02,1.35498002e+02,6.93359971e+01,6.00589998e+01,3.22880000e+01,1.33509999e+01,3.31100007e+00
53219.51388889,1.46001711,2.34155450,-0.86312437,2.99099996e+00,2.51171899e+03,1.00390601e+03,3.12500000e+02,1.88721001e+02,9.71679986e+01,6.89700022e+01,3.38749997e+01,1.14900004e+01,3.03600007e+00
53219.51458333,1.45091851,2.38075935,-0.85423751,2.99099996e+00,2.51171899e+03,1.00390601e+03,3.12500000e+02,1.88721001e+02,9.71679986e+01,6.89700022e+01,3.38749997e+01,1.14900004e+01,3.03600007e+00
53219.51527778,1.44149532,2.41943135,-0.84515947,7.24000018e+00,4.48437500e+03,1.24414098e+03,3.70604992e+02,2.29248002e+02,1.26708999e+02,7.64160007e+01,3.36299986e+01,1.00400001e+01,2.78099999e+00
53219.51597222,1.43175728,2.45757518,-0.83589685,7.24000018e+00,4.48437500e+03,1.24414098e+03,3.70604992e+02,2.29248002e+02,1.26708999e+02,7.64160007e+01,3.36299986e+01,1.00400001e+01,2.78099999e+00
53219.51666667,1.42171443,2.49519557,-0.82645593,1.41599998e+01,5.21875000e+03,2.54296899e+03,6.27929986e+02,2.79785007e+02,1.64306998e+02,8.25200006e+01,3.37520018e+01,9.49100032e+00,2.54800008e+00
53219.51736111,1.41137588,2.53229721,-0.81684329,1.42360004e+01,5.25000000e+03,2.56250000e+03,6.33789003e+02,2.82227010e+02,1.66015998e+02,8.34959969e+01,3.41800004e+01,9.64399986e+00,2.59399996e+00
53219.51805556,1.40075057,2.56888451,-0.80706445,3.91849987e+01,5.04687500e+03,3.83203101e+03,7.13867009e+02,3.78906012e+02,2.08008006e+02,8.97220001e+01,3.41800004e+01,9.72000044e+00,2.31599994e+00
53219.51875000,1.38984728,2.60496202,-0.79712550,3.91849987e+01,5.04687500e+03,3.83203101e+03,7.13867009e+02,3.78906012e+02,2.08008006e+02,8.97220001e+01,3.41800004e+01,9.72000044e+00,2.31599994e+00
53219.51944444,1.37867435,2.64053412,-0.78703196,1.03027001e+02,7.47656298e+03,5.35156298e+03,1.17773402e+03,5.37109017e+02,2.49755993e+02,9.88769978e+01,3.41189988e+01,9.62799974e+00,2.06799991e+00
53219.52013889,1.36723992,2.67560522,-0.77678883,1.03027001e+02,7.47656298e+03,5.35156298e+03,1.17773402e+03,5.37109017e+02,2.49755993e+02,9.88769978e+01,3.41189988e+01,9.62799974e+00,2.06799991e+00
53219.52083333,1.35555154,2.71017956,-0.76640146,1.03027001e+02,7.47656298e+03,5.35156298e+03,1.17773402e+03,5.37109017e+02,2.49755993e+02,9.88769978e+01,3.41189988e+01,9.62799974e+00,2.06799991e+00
53219.52152778,1.34361674,2.74426152,-0.75587487,2.18017995e+02,1.11562500e+04,7.01562500e+03,1.51562500e+03,6.65039003e+02,2.85645008e+02,1.12548999e+02,3.36910002e+01,9.75000020e+00,1.84100005e+00
53219.52222222,1.33144290,2.77785504,-0.74521362,2.18505993e+02,1.11875000e+04,7.03906298e+03,1.52343798e+03,6.68945014e+02,2.87108988e+02,1.13159001e+02,3.39360014e+01,9.81099997e+00,1.85600005e+00
53219.52291667,1.31903707,2.81096434,-0.73442240,4.26757991e+02,1.01718750e+04,8.82812500e+03,1.80273402e+03,7.69531012e+02,3.10059011e+02,1.29883006e+02,3.27760018e+01,9.96400043e+00,1.68999995e+00
53219.52361111,1.30640570,2.84359351,-0.72350578,4.26757991e+02,1.01718750e+04,8.82812500e+03,1.80273402e+03,7.69531012e+02,3.10059011e+02,1.29883006e+02,3.27760018e+01,9.96400043e+00,1.68999995e+00
53219.52430556,1.29355569,2.87574648,-0.71246782,7.59765983e+02,1.62812500e+04,1.13125000e+04,2.50000000e+03,8.79882991e+02,3.34960997e+02,1.46239996e+02,3.20429988e+01,1.01619996e+01,1.53699995e+00
53219.52500000,1.28049300,2.90742702,-0.70131278,7.59765983e+02,1.62812500e+04,1.13125000e+04,2.50000000e+03,8.79882991e+02,3.34960997e+02,1.46239996e+02,3.20429988e+01,1.01619996e+01,1.53699995e+00
53219.52569444,1.26722407,2.93863903,-0.69004473,1.57031298e+03,1.73437500e+04,1.48906250e+04,3.06640601e+03,9.95117009e+02,3.48632991e+02,1.59180000e+02,3.07919998e+01,1.00860000e+01,1.41499995e+00
53219.52638889,1.25375471,2.96938630,-0.67866760,1.57031298e+03,1.73437500e+04,1.48906250e+04,3.06640601e+03,9.95117009e+02,3.48632991e+02,1.59180000e+02,3.07919998e+01,1.00860000e+01,1.41499995e+00
53219.52708333,1.24009072,2.99967243,-0.66718499,1.57031298e+03,1.73437500e+04,1.48906250e+04,3.06640601e+03,9.95117009e+02,3.48632991e+02,1.59180000e+02,3.07919998e+01,1.00860000e+01,1.41499995e+00
53219.52777778,1.22623744,3.02950119,-0.65560051,2.76953101e+03,1.92187500e+04,1.73437500e+04,3.80078101e+03,1.14257801e+03,3.62792999e+02,1.67236000e+02,2.92969998e+01,9.99500044e+00,1.32899999e+00
53219.52847222,1.21220053,3.05887604,-0.64391779,2.76953101e+03,1.92187500e+04,1.73437500e+04,3.80078101e+03,1.14257801e+03,3.62792999e+02,1.67236000e+02,2.92969998e+01,9.99500044e+00,1.32899999e+00
53219.52916667,1.19798515,3.08780057,-0.63214026,4.64843798e+03,2.18750000e+04,2.14687500e+04,4.32031298e+03,1.27734399e+03,3.77440989e+02,1.70166001e+02,2.78629996e+01,9.70499963e+00,1.25099998e+00
53219.52986111,1.18359634,3.11627794,-0.62027122,4.64843798e+03,2.18750000e+04,2.14687500e+04,4.32031298e+03,1.27734399e+03,3.77440989e+02,1.70166001e+02,2.78629996e+01,9.70499963e+00,1.25099998e+00
53219.53055556,1.16903896,3.14431190,-0.60831382,4.64062500e+03,2.18125000e+04,2.14062500e+04,4.30468798e+03,1.27148402e+03,3.75488013e+02,1.69189006e+02,2.76790000e+01,9.62799974e+00,1.24000001e+00
53219.53125000,1.15431787,3.17190529,-0.59627119,7.25000000e+03,2.94062500e+04,2.05937500e+04,4.55468798e+03,1.42187500e+03,3.93065989e+02,1.69921994e+02,2.63059996e+01,8.95700045e+00,1.20199996e+00
53219.53194444,1.13943778,3.19906187,-0.58414631,7.25000000e+03,2.94062500e+04,2.05937500e+04,4.55468798e+03,1.42187500e+03,3.93065989e+02,1.69921994e+02,2.63059996e+01,8.95700045e+00,1.20199996e+00
53219.53263889,1.12440310,3.22578431,-0.57194233,1.08125000e+04,3.16562500e+04,2.57812500e+04,4.75781298e+03,1.54687500e+03,4.11132991e+02,1.69678003e+02,2.50240006e+01,7.98000023e+00,1.16500002e+00
53219.53333333,1.10921820,3.25207622,-0.55966176,1.08125000e+04,3.16562500e+04,2.57812500e+04,4.75781298e+03,1.54687500e+03,4.11132991e+02,1.69678003e+02,2.50240006e+01,7.98000023e+00,1.16500002e+00
53219.53402778,1.09388749,3.27794026,-0.54730773,1.08125000e+04,3.16562500e+04,2.57812500e+04,4.75781298e+03,1.54687500e+03,4.11132991e+02,1.69678003e+02,2.50240006e+01,7.98000023e+00,1.16500002e+00
