# Legacy Model output file: ../../unitTests/Legacy/CRRquiet_NatEpochSaa_Diff.CRRESELE.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESELE
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; SAA Shifted; Ap range: 5-7.5
# Energy levels (MeV):       0.65 0.95 1.6 2 2.35 2.75 3.15 3.75 4.55 5.75
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.29097222,0.99505493,3.43084584,-0.47606683,4.86250000e+04,7.26250000e+04,3.04062500e+04,5.83593798e+03,1.79492199e+03,4.79979992e+02,1.54296994e+02,2.26440001e+01,3.75699997e+00,9.75999981e-01
53219.29166667,0.97878704,3.45369240,-0.46330299,7.12500000e+04,8.87500000e+04,3.38750000e+04,5.89843798e+03,1.85937500e+03,5.10742009e+02,1.53320000e+02,2.22469997e+01,3.20399995e+00,9.69999994e-01
53219.29236111,0.96240473,3.47613479,-0.45048484,7.22500000e+04,9.01250000e+04,3.45625000e+04,6.03906298e+03,1.90625000e+03,5.25390983e+02,1.57958999e+02,2.30410006e+01,3.33400001e+00,1.01699994e+00
53219.29305556,0.94591113,3.49817554,-0.43761458,7.22500000e+04,9.01250000e+04,3.45625000e+04,6.03906298e+03,1.90625000e+03,5.25390983e+02,1.57958999e+02,2.30410006e+01,3.33400001e+00,1.01699994e+00
53219.29375000,0.92930955,3.51981715,-0.42469441,7.22500000e+04,9.01250000e+04,3.45625000e+04,6.03906298e+03,1.90625000e+03,5.25390983e+02,1.57958999e+02,2.30410006e+01,3.33400001e+00,1.01699994e+00
53219.29444444,0.91260328,3.54106197,-0.41172636,7.22500000e+04,9.01250000e+04,3.45625000e+04,6.03906298e+03,1.90625000e+03,5.25390983e+02,1.57958999e+02,2.30410006e+01,3.33400001e+00,1.01699994e+00
53219.29513889,0.89579545,3.56191251,-0.39871249,1.06375000e+05,1.16125000e+05,3.71875000e+04,6.67187500e+03,1.97265601e+03,5.46875000e+02,1.54785007e+02,2.26140004e+01,2.94500007e+00,1.01500005e+00
53219.29583333,0.87888891,3.58237098,-0.38565466,1.06375000e+05,1.16125000e+05,3.71875000e+04,6.67187500e+03,1.97265601e+03,5.46875000e+02,1.54785007e+02,2.26140004e+01,2.94500007e+00,1.01500005e+00
53219.29652778,0.86188677,3.60243989,-0.37255493,1.06375000e+05,1.16125000e+05,3.71875000e+04,6.67187500e+03,1.97265601e+03,5.46875000e+02,1.54785007e+02,2.26140004e+01,2.94500007e+00,1.01500005e+00
53219.29722222,0.84479203,3.62212126,-0.35941502,1.06375000e+05,1.16125000e+05,3.71875000e+04,6.67187500e+03,1.97265601e+03,5.46875000e+02,1.54785007e+02,2.26140004e+01,2.94500007e+00,1.01500005e+00
53219.29791667,0.82760736,3.64141732,-0.34623697,1.06375000e+05,1.16125000e+05,3.71875000e+04,6.67187500e+03,1.97265601e+03,5.46875000e+02,1.54785007e+02,2.26140004e+01,2.94500007e+00,1.01500005e+00
53219.29861111,0.81033557,3.66033039,-0.33302251,1.47500000e+05,1.53750000e+05,4.04375000e+04,7.18750000e+03,2.07031298e+03,5.50781012e+02,1.53808996e+02,2.22469997e+01,2.71999999e+00,1.04899995e+00
53219.29930556,0.79297950,3.67886238,-0.31977336,1.47500000e+05,1.53750000e+05,4.04375000e+04,7.18750000e+03,2.07031298e+03,5.50781012e+02,1.53808996e+02,2.22469997e+01,2.71999999e+00,1.04899995e+00
53219.30000000,0.77554181,3.69701548,-0.30649108,1.47500000e+05,1.53750000e+05,4.04375000e+04,7.18750000e+03,2.07031298e+03,5.50781012e+02,1.53808996e+02,2.22469997e+01,2.71999999e+00,1.04899995e+00
53219.30069444,0.75802502,3.71479188,-0.29317774,1.47500000e+05,1.53750000e+05,4.04375000e+04,7.18750000e+03,2.07031298e+03,5.50781012e+02,1.53808996e+02,2.22469997e+01,2.71999999e+00,1.04899995e+00
53219.30138889,0.74043163,3.73219315,-0.27983473,1.47500000e+05,1.53750000e+05,4.04375000e+04,7.18750000e+03,2.07031298e+03,5.50781012e+02,1.53808996e+02,2.22469997e+01,2.71999999e+00,1.04899995e+00
53219.30208333,0.72276431,3.74922165,-0.26646377,2.05250000e+05,1.82750000e+05,4.49375000e+04,8.32812500e+03,2.10546899e+03,5.48828006e+02,1.49169996e+02,2.08129995e+01,2.60900008e+00,1.04000000e+00
53219.30277778,0.70502543,3.76587896,-0.25306646,2.05250000e+05,1.82750000e+05,4.49375000e+04,8.32812500e+03,2.10546899e+03,5.48828006e+02,1.49169996e+02,2.08129995e+01,2.60900008e+00,1.04000000e+00
53219.30347222,0.68721748,3.78216725,-0.23964418,2.05250000e+05,1.82750000e+05,4.49375000e+04,8.32812500e+03,2.10546899e+03,5.48828006e+02,1.49169996e+02,2.08129995e+01,2.60900008e+00,1.04000000e+00
53219.30416667,0.66934282,3.79808812,-0.22619883,2.05250000e+05,1.82750000e+05,4.49375000e+04,8.32812500e+03,2.10546899e+03,5.48828006e+02,1.49169996e+02,2.08129995e+01,2.60900008e+00,1.04000000e+00
53219.30486111,0.65140366,3.81364343,-0.21273167,2.07000000e+05,1.84500000e+05,4.55000000e+04,8.43750000e+03,2.13671899e+03,5.57617009e+02,1.51611000e+02,2.12099999e+01,2.67000007e+00,1.06799998e+00
53219.30555556,0.63340234,3.82883507,-0.19924410,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.30625000,0.61534122,3.84366462,-0.18573769,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.30694444,0.59722234,3.85813363,-0.17221387,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.30763889,0.57904790,3.87224400,-0.15867403,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.30833333,0.56082010,3.88599730,-0.14511960,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.30902778,0.54254097,3.89939493,-0.13155198,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.30972222,0.52421271,3.91243863,-0.11797228,3.73500000e+05,2.77500000e+05,5.33125000e+04,8.84375000e+03,2.19140601e+03,5.50781012e+02,1.43555000e+02,1.98669992e+01,2.45300005e+00,1.04700006e+00
53219.31041667,0.50583705,3.92512980,-0.10438191,3.73500000e+05,2.77500000e+05,5.33125000e+04,8.84375000e+03,2.19140601e+03,5.50781012e+02,1.43555000e+02,1.98669992e+01,2.45300005e+00,1.04700006e+00
53219.31111111,0.48741619,3.93746986,-0.09078227,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.31180556,0.46895200,3.94946054,-0.07717463,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.31250000,0.45044654,3.96110293,-0.06356008,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.31319444,0.43190168,3.97239845,-0.04994004,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.31388889,0.41331915,3.98334866,-0.03631561,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.31458333,0.39470100,3.99395483,-0.02268803,4.83000000e+05,3.48000000e+05,6.01250000e+04,9.26562500e+03,2.22656298e+03,5.53710997e+02,1.42333999e+02,1.85550004e+01,2.43000011e+00,1.08299998e+00
53219.31527778,0.37604894,4.00421804,-0.00905842,4.83000000e+05,3.48000000e+05,6.01250000e+04,9.26562500e+03,2.22656298e+03,5.53710997e+02,1.42333999e+02,1.85550004e+01,2.43000011e+00,1.08299998e+00
53219.31597222,0.35736470,4.01413972,0.00457182,4.83000000e+05,3.48000000e+05,6.01250000e+04,9.26562500e+03,2.22656298e+03,5.53710997e+02,1.42333999e+02,1.85550004e+01,2.43000011e+00,1.08299998e+00
53219.31666667,0.33865033,4.02372112,0.01820175,4.83000000e+05,3.48000000e+05,6.01250000e+04,9.26562500e+03,2.22656298e+03,5.53710997e+02,1.42333999e+02,1.85550004e+01,2.43000011e+00,1.08299998e+00
53219.31736111,0.31990740,4.03296334,0.03183011,4.83000000e+05,3.48000000e+05,6.01250000e+04,9.26562500e+03,2.22656298e+03,5.53710997e+02,1.42333999e+02,1.85550004e+01,2.43000011e+00,1.08299998e+00
53219.31805556,0.30113762,4.04186762,0.04545580,4.83000000e+05,3.48000000e+05,6.01250000e+04,9.26562500e+03,2.22656298e+03,5.53710997e+02,1.42333999e+02,1.85550004e+01,2.43000011e+00,1.08299998e+00
53219.31875000,0.28234273,4.05043508,0.05907772,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.31944444,0.26352445,4.05866681,0.07269478,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.32013889,0.24468436,4.06656407,0.08630572,6.10000000e+05,4.18500000e+05,6.33750000e+04,9.48437500e+03,2.25390601e+03,5.48828006e+02,1.41357005e+02,1.77919995e+01,2.43799994e+00,1.09300006e+00
53219.32083333,0.22582433,4.07412779,0.09990975,6.10000000e+05,4.18500000e+05,6.33750000e+04,9.48437500e+03,2.25390601e+03,5.48828006e+02,1.41357005e+02,1.77919995e+01,2.43799994e+00,1.09300006e+00
53219.32152778,0.20694579,4.08135908,0.11350562,6.10000000e+05,4.18500000e+05,6.33750000e+04,9.48437500e+03,2.25390601e+03,5.48828006e+02,1.41357005e+02,1.77919995e+01,2.43799994e+00,1.09300006e+00
53219.32222222,0.18805045,4.08825873,0.12709207,6.10000000e+05,4.18500000e+05,6.33750000e+04,9.48437500e+03,2.25390601e+03,5.48828006e+02,1.41357005e+02,1.77919995e+01,2.43799994e+00,1.09300006e+00
53219.32291667,0.16913988,4.09482798,0.14066848,6.10000000e+05,4.18500000e+05,6.33750000e+04,9.48437500e+03,2.25390601e+03,5.48828006e+02,1.41357005e+02,1.77919995e+01,2.43799994e+00,1.09300006e+00
53219.32361111,0.15021581,4.10106777,0.15423343,6.10000000e+05,4.18500000e+05,6.33750000e+04,9.48437500e+03,2.25390601e+03,5.48828006e+02,1.41357005e+02,1.77919995e+01,2.43799994e+00,1.09300006e+00
53219.32430556,0.13127966,4.10697891,0.16778597,6.10000000e+05,4.18500000e+05,6.33750000e+04,9.48437500e+03,2.25390601e+03,5.48828006e+02,1.41357005e+02,1.77919995e+01,2.43799994e+00,1.09300006e+00
53219.32500000,0.11233300,4.11256247,0.18132534,6.10000000e+05,4.18500000e+05,6.33750000e+04,9.48437500e+03,2.25390601e+03,5.48828006e+02,1.41357005e+02,1.77919995e+01,2.43799994e+00,1.09300006e+00
53219.32569444,0.09337739,4.11781925,0.19485011,7.55000000e+05,4.91500000e+05,6.67500000e+04,9.78125000e+03,2.25390601e+03,5.42968988e+02,1.39892995e+02,1.67239998e+01,2.42600008e+00,1.09300006e+00
53219.32638889,0.07441440,4.12275003,0.20835949,7.55000000e+05,4.91500000e+05,6.67500000e+04,9.78125000e+03,2.25390601e+03,5.42968988e+02,1.39892995e+02,1.67239998e+01,2.42600008e+00,1.09300006e+00
53219.32708333,0.05544560,4.12735576,0.22185256,7.55000000e+05,4.91500000e+05,6.67500000e+04,9.78125000e+03,2.25390601e+03,5.42968988e+02,1.39892995e+02,1.67239998e+01,2.42600008e+00,1.09300006e+00
53219.32777778,0.03647241,4.13163737,0.23532804,7.55000000e+05,4.91500000e+05,6.67500000e+04,9.78125000e+03,2.25390601e+03,5.42968988e+02,1.39892995e+02,1.67239998e+01,2.42600008e+00,1.09300006e+00
53219.32847222,0.01749639,4.13559534,0.24878516,7.55000000e+05,4.91500000e+05,6.67500000e+04,9.78125000e+03,2.25390601e+03,5.42968988e+02,1.39892995e+02,1.67239998e+01,2.42600008e+00,1.09300006e+00
53219.32916667,-0.00148104,4.13923076,0.26222282,7.55000000e+05,4.91500000e+05,6.67500000e+04,9.78125000e+03,2.25390601e+03,5.42968988e+02,1.39892995e+02,1.67239998e+01,2.42600008e+00,1.09300006e+00
53219.32986111,-0.02045831,4.14254410,0.27564022,7.55000000e+05,4.91500000e+05,6.67500000e+04,9.78125000e+03,2.25390601e+03,5.42968988e+02,1.39892995e+02,1.67239998e+01,2.42600008e+00,1.09300006e+00
53219.33055556,-0.03943402,4.14553632,0.28903613,7.55000000e+05,4.91500000e+05,6.67500000e+04,9.78125000e+03,2.25390601e+03,5.42968988e+02,1.39892995e+02,1.67239998e+01,2.42600008e+00,1.09300006e+00
53219.33125000,-0.05840674,4.14820803,0.30240959,7.53000000e+05,4.90000000e+05,6.65000000e+04,9.73437500e+03,2.24218798e+03,5.40039003e+02,1.39160007e+02,1.66020002e+01,2.41099996e+00,1.08299998e+00
53219.33194444,-0.07737491,4.15056002,0.31575998,7.53000000e+05,4.90000000e+05,6.65000000e+04,9.73437500e+03,2.24218798e+03,5.40039003e+02,1.39160007e+02,1.66020002e+01,2.41099996e+00,1.08299998e+00
53219.33263889,-0.09633711,4.15259260,0.32908589,7.53000000e+05,4.90000000e+05,6.65000000e+04,9.73437500e+03,2.24218798e+03,5.40039003e+02,1.39160007e+02,1.66020002e+01,2.41099996e+00,1.08299998e+00
53219.33333333,-0.11529194,4.15430688,0.34238668,7.53000000e+05,4.90000000e+05,6.65000000e+04,9.73437500e+03,2.24218798e+03,5.40039003e+02,1.39160007e+02,1.66020002e+01,2.41099996e+00,1.08299998e+00
53219.33402778,-0.13423782,4.15570301,0.35566110,9.13000000e+05,5.45000000e+05,6.63750000e+04,9.92187500e+03,2.23828101e+03,5.30273020e+02,1.36230007e+02,1.52279995e+01,2.39900011e+00,1.08099997e+00
53219.33472222,-0.15317366,4.15678192,0.36890853,9.13000000e+05,5.45000000e+05,6.63750000e+04,9.92187500e+03,2.23828101e+03,5.30273020e+02,1.36230007e+02,1.52279995e+01,2.39900011e+00,1.08099997e+00
53219.33541667,-0.17209772,4.15754410,0.38212770,9.13000000e+05,5.45000000e+05,6.63750000e+04,9.92187500e+03,2.23828101e+03,5.30273020e+02,1.36230007e+02,1.52279995e+01,2.39900011e+00,1.08099997e+00
53219.33611111,-0.19100876,4.15799017,0.39531784,9.13000000e+05,5.45000000e+05,6.63750000e+04,9.92187500e+03,2.23828101e+03,5.30273020e+02,1.36230007e+02,1.52279995e+01,2.39900011e+00,1.08099997e+00
53219.33680556,-0.20990520,4.15812045,0.40847799,9.13000000e+05,5.45000000e+05,6.63750000e+04,9.92187500e+03,2.23828101e+03,5.30273020e+02,1.36230007e+02,1.52279995e+01,2.39900011e+00,1.08099997e+00
53219.33750000,-0.22878579,4.15793555,0.42160723,9.13000000e+05,5.45000000e+05,6.63750000e+04,9.92187500e+03,2.23828101e+03,5.30273020e+02,1.36230007e+02,1.52279995e+01,2.39900011e+00,1.08099997e+00
53219.33819444,-0.24764911,4.15743596,0.43470445,9.13000000e+05,5.45000000e+05,6.63750000e+04,9.92187500e+03,2.23828101e+03,5.30273020e+02,1.36230007e+02,1.52279995e+01,2.39900011e+00,1.08099997e+00
53219.33888889,-0.26649360,4.15662230,0.44776887,9.08000000e+05,5.42000000e+05,6.58750000e+04,9.84375000e+03,2.21875000e+03,5.24414003e+02,1.34520993e+02,1.50450002e+01,2.36100005e+00,1.06200005e+00
53219.33958333,-0.28531799,4.15549488,0.46079954,9.08000000e+05,5.42000000e+05,6.58750000e+04,9.84375000e+03,2.21875000e+03,5.24414003e+02,1.34520993e+02,1.50450002e+01,2.36100005e+00,1.06200005e+00
53219.34027778,-0.30412089,4.15405402,0.47379536,9.08000000e+05,5.42000000e+05,6.58750000e+04,9.84375000e+03,2.21875000e+03,5.24414003e+02,1.34520993e+02,1.50450002e+01,2.36100005e+00,1.06200005e+00
53219.34097222,-0.32290102,4.15230035,0.48675556,9.08000000e+05,5.42000000e+05,6.58750000e+04,9.84375000e+03,2.21875000e+03,5.24414003e+02,1.34520993e+02,1.50450002e+01,2.36100005e+00,1.06200005e+00
53219.34166667,-0.34165667,4.15023418,0.49967918,9.08000000e+05,5.42000000e+05,6.58750000e+04,9.84375000e+03,2.21875000e+03,5.24414003e+02,1.34520993e+02,1.50450002e+01,2.36100005e+00,1.06200005e+00
53219.34236111,-0.36038674,4.14785582,0.51256498,9.08000000e+05,5.42000000e+05,6.58750000e+04,9.84375000e+03,2.21875000e+03,5.24414003e+02,1.34520993e+02,1.50450002e+01,2.36100005e+00,1.06200005e+00
53219.34305556,-0.37908965,4.14516559,0.52541248,9.08000000e+05,5.42000000e+05,6.58750000e+04,9.84375000e+03,2.21875000e+03,5.24414003e+02,1.34520993e+02,1.50450002e+01,2.36100005e+00,1.06200005e+00
53219.34375000,-0.39776400,4.14216396,0.53822043,9.08000000e+05,5.42000000e+05,6.58750000e+04,9.84375000e+03,2.21875000e+03,5.24414003e+02,1.34520993e+02,1.50450002e+01,2.36100005e+00,1.06200005e+00
53219.34444444,-0.41640868,4.13885124,0.55098788,9.08000000e+05,5.42000000e+05,6.58750000e+04,9.84375000e+03,2.21875000e+03,5.24414003e+02,1.34520993e+02,1.50450002e+01,2.36100005e+00,1.06200005e+00
53219.34513889,-0.43502197,4.13522759,0.56371390,9.08000000e+05,5.42000000e+05,6.58750000e+04,9.84375000e+03,2.21875000e+03,5.24414003e+02,1.34520993e+02,1.50450002e+01,2.36100005e+00,1.06200005e+00
53219.34583333,-0.45360246,4.13129332,0.57639770,1.08600000e+06,5.91000000e+05,7.18750000e+04,9.85937500e+03,2.21875000e+03,5.05859017e+02,1.29150003e+02,1.18260002e+01,2.35400000e+00,1.06200005e+00
53219.34652778,-0.47214905,4.12704875,0.58903817,1.07800000e+06,5.86000000e+05,7.10000000e+04,9.73437500e+03,2.18359399e+03,4.97559011e+02,1.26708999e+02,1.15970001e+01,2.30000005e+00,1.03399996e+00
53219.34722222,-0.49066016,4.12249404,0.60163423,1.07800000e+06,5.86000000e+05,7.10000000e+04,9.73437500e+03,2.18359399e+03,4.97559011e+02,1.26708999e+02,1.15970001e+01,2.30000005e+00,1.03399996e+00
53219.34791667,-0.50913423,4.11762949,0.61418524,1.07800000e+06,5.86000000e+05,7.10000000e+04,9.73437500e+03,2.18359399e+03,4.97559011e+02,1.26708999e+02,1.15970001e+01,2.30000005e+00,1.03399996e+00
53219.34861111,-0.52757016,4.11245527,0.62668995,1.07800000e+06,5.86000000e+05,7.10000000e+04,9.73437500e+03,2.18359399e+03,4.97559011e+02,1.26708999e+02,1.15970001e+01,2.30000005e+00,1.03399996e+00
53219.34930556,-0.54596638,4.10697153,0.63914757,1.07800000e+06,5.86000000e+05,7.10000000e+04,9.73437500e+03,2.18359399e+03,4.97559011e+02,1.26708999e+02,1.15970001e+01,2.30000005e+00,1.03399996e+00
53219.35000000,-0.56432148,4.10117858,0.65155685,1.07800000e+06,5.86000000e+05,7.10000000e+04,9.73437500e+03,2.18359399e+03,4.97559011e+02,1.26708999e+02,1.15970001e+01,2.30000005e+00,1.03399996e+00
53219.35069444,-0.58263388,4.09507628,0.66391716,1.07800000e+06,5.86000000e+05,7.10000000e+04,9.73437500e+03,2.18359399e+03,4.97559011e+02,1.26708999e+02,1.15970001e+01,2.30000005e+00,1.03399996e+00
53219.35138889,-0.60090250,4.08866493,0.67622740,1.07800000e+06,5.86000000e+05,7.10000000e+04,9.73437500e+03,2.18359399e+03,4.97559011e+02,1.26708999e+02,1.15970001e+01,2.30000005e+00,1.03399996e+00
53219.35208333,-0.61912560,4.08194453,0.68848647,1.07800000e+06,5.86000000e+05,7.10000000e+04,9.73437500e+03,2.18359399e+03,4.97559011e+02,1.26708999e+02,1.15970001e+01,2.30000005e+00,1.03399996e+00
53219.35277778,-0.63730192,4.07491540,0.70069328,1.07800000e+06,5.86000000e+05,7.10000000e+04,9.73437500e+03,2.18359399e+03,4.97559011e+02,1.26708999e+02,1.15970001e+01,2.30000005e+00,1.03399996e+00
53219.35347222,-0.65542990,4.06757738,0.71284719,1.07800000e+06,5.86000000e+05,7.10000000e+04,9.73437500e+03,2.18359399e+03,4.97559011e+02,1.26708999e+02,1.15970001e+01,2.30000005e+00,1.03399996e+00
53219.35416667,-0.67350813,4.05993047,0.72494695,1.07800000e+06,5.86000000e+05,7.10000000e+04,9.73437500e+03,2.18359399e+03,4.97559011e+02,1.26708999e+02,1.15970001e+01,2.30000005e+00,1.03399996e+00
53219.35486111,-0.69153503,4.05197498,0.73699146,1.06600000e+06,5.79000000e+05,6.98750000e+04,9.56250000e+03,2.14062500e+03,4.86815989e+02,1.23901002e+02,1.12920003e+01,2.22799997e+00,9.96000017e-01
53219.35555556,-0.70950935,4.04371076,0.74897978,1.06600000e+06,5.79000000e+05,6.98750000e+04,9.56250000e+03,2.14062500e+03,4.86815989e+02,1.23901002e+02,1.12920003e+01,2.22799997e+00,9.96000017e-01
53219.35625000,-0.72742953,4.03513781,0.76091113,1.06600000e+06,5.79000000e+05,6.98750000e+04,9.56250000e+03,2.14062500e+03,4.86815989e+02,1.23901002e+02,1.12920003e+01,2.22799997e+00,9.96000017e-01
53219.35694444,-0.74529398,4.02625596,0.77278409,1.06600000e+06,5.79000000e+05,6.98750000e+04,9.56250000e+03,2.14062500e+03,4.86815989e+02,1.23901002e+02,1.12920003e+01,2.22799997e+00,9.96000017e-01
53219.35763889,-0.76310130,4.01706554,0.78459772,1.06600000e+06,5.79000000e+05,6.98750000e+04,9.56250000e+03,2.14062500e+03,4.86815989e+02,1.23901002e+02,1.12920003e+01,2.22799997e+00,9.96000017e-01
53219.35833333,-0.78085008,4.00756608,0.79635108,1.06600000e+06,5.79000000e+05,6.98750000e+04,9.56250000e+03,2.14062500e+03,4.86815989e+02,1.23901002e+02,1.12920003e+01,2.22799997e+00,9.96000017e-01
53219.35902778,-0.79853842,3.99775788,0.80804307,1.06600000e+06,5.79000000e+05,6.98750000e+04,9.56250000e+03,2.14062500e+03,4.86815989e+02,1.23901002e+02,1.12920003e+01,2.22799997e+00,9.96000017e-01
53219.35972222,-0.81616524,3.98764048,0.81967259,1.06600000e+06,5.79000000e+05,6.98750000e+04,9.56250000e+03,2.14062500e+03,4.86815989e+02,1.23901002e+02,1.12920003e+01,2.22799997e+00,9.96000017e-01
53219.36041667,-0.83372865,3.97721403,0.83123854,1.06600000e+06,5.79000000e+05,6.98750000e+04,9.56250000e+03,2.14062500e+03,4.86815989e+02,1.23901002e+02,1.12920003e+01,2.22799997e+00,9.96000017e-01
53219.36111111,-0.85122724,3.96647821,0.84273983,1.06600000e+06,5.79000000e+05,6.98750000e+04,9.56250000e+03,2.14062500e+03,4.86815989e+02,1.23901002e+02,1.12920003e+01,2.22799997e+00,9.96000017e-01
53219.36180556,-0.86865959,3.95543320,0.85417535,1.06600000e+06,5.79000000e+05,6.98750000e+04,9.56250000e+03,2.14062500e+03,4.86815989e+02,1.23901002e+02,1.12920003e+01,2.22799997e+00,9.96000017e-01
53219.36250000,-0.88602383,3.94407835,0.86554401,1.06600000e+06,5.79000000e+05,6.98750000e+04,9.56250000e+03,2.14062500e+03,4.86815989e+02,1.23901002e+02,1.12920003e+01,2.22799997e+00,9.96000017e-01
53219.36319444,-0.90331837,3.93241383,0.87684471,1.05000000e+06,5.69000000e+05,6.85000000e+04,9.34375000e+03,2.08984399e+03,4.73632991e+02,1.20117001e+02,1.09099997e+01,2.14400003e+00,9.50000016e-01
53219.36388889,-0.92054181,3.92043932,0.88807619,1.05000000e+06,5.69000000e+05,6.85000000e+04,9.34375000e+03,2.08984399e+03,4.73632991e+02,1.20117001e+02,1.09099997e+01,2.14400003e+00,9.50000016e-01
53219.36458333,-0.93769243,3.90815466,0.89923751,1.05000000e+06,5.69000000e+05,6.85000000e+04,9.34375000e+03,2.08984399e+03,4.73632991e+02,1.20117001e+02,1.09099997e+01,2.14400003e+00,9.50000016e-01
53219.36527778,-0.95476849,3.89555955,0.91032725,1.05000000e+06,5.69000000e+05,6.85000000e+04,9.34375000e+03,2.08984399e+03,4.73632991e+02,1.20117001e+02,1.09099997e+01,2.14400003e+00,9.50000016e-01
53219.36597222,-0.97176858,3.88265366,0.92134449,8.78000000e+05,5.22000000e+05,6.28125000e+04,9.31250000e+03,2.08984399e+03,4.91210997e+02,1.25244007e+02,1.38699999e+01,2.15100008e+00,9.51000024e-01
53219.36666667,-0.98869067,3.86943684,0.93228780,8.78000000e+05,5.22000000e+05,6.28125000e+04,9.31250000e+03,2.08984399e+03,4.91210997e+02,1.25244007e+02,1.38699999e+01,2.15100008e+00,9.51000024e-01
