# Legacy Model output file: ../../unitTests/Legacy/CRRactive_atEpoch_Intg.CRRESPRO.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESPRO
# Particle species:         H+
# Flux type:                Integral
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Activity Level: Active
# Energy levels (MeV):       1.5 2.1 2.5 2.9 3.6 4.3 5.7 6.8 8.5 9.7 10.7 13.2 16.9 19.4 26.3 30.9 36.3 41.1 47 55 65.7 81.3
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s)
53219.02430556,1.38439666,2.62504771,-0.80373478,3.30651406e+04,3.09014648e+03,1.00209967e+03,2.60077942e+02,7.36493073e+01,7.36493073e+01,7.28142786e+00,6.95159626e+00,1.13284802e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02500000,1.37307870,2.66032286,-0.79370542,3.98122969e+04,3.65325244e+03,1.18316589e+03,3.12351257e+02,8.62408829e+01,8.62408829e+01,8.21964645e+00,7.65188837e+00,1.40191209e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02569444,1.36150411,2.69510108,-0.78352791,3.98122969e+04,3.65325244e+03,1.18316589e+03,3.12351257e+02,8.62408829e+01,8.62408829e+01,8.21964645e+00,7.65188837e+00,1.40191209e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02638889,1.34968075,2.72938677,-0.77320693,3.98122969e+04,3.65325244e+03,1.18316589e+03,3.12351257e+02,8.62408829e+01,8.62408829e+01,8.21964645e+00,7.65188837e+00,1.40191209e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02708333,1.33761568,2.76318386,-0.76274752,3.98122969e+04,3.65325244e+03,1.18316589e+03,3.12351257e+02,8.62408829e+01,8.62408829e+01,8.21964645e+00,7.65188837e+00,1.40191209e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02777778,1.32531611,2.79649642,-0.75215438,3.14612168e+04,2.73036768e+03,8.74995178e+02,2.40987640e+02,6.59396286e+01,6.59396286e+01,6.97189903e+00,6.97189903e+00,1.32381439e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02847222,1.31278896,2.82932870,-0.74143207,3.14612168e+04,2.73036768e+03,8.74995178e+02,2.40987640e+02,6.59396286e+01,6.59396286e+01,6.97189903e+00,6.97189903e+00,1.32381439e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02916667,1.30004065,2.86168446,-0.73058466,3.14612168e+04,2.73036768e+03,8.74995178e+02,2.40987640e+02,6.59396286e+01,6.59396286e+01,6.97189903e+00,6.97189903e+00,1.32381439e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02986111,1.28707747,2.89356762,-0.71961671,4.53790156e+04,4.02558813e+03,1.26216833e+03,3.38793823e+02,8.56409760e+01,8.56409760e+01,8.74831295e+00,7.89631701e+00,1.59578240e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03055556,1.27390601,2.92498195,-0.70853199,4.53790156e+04,4.02558813e+03,1.26216833e+03,3.38793823e+02,8.56409760e+01,8.56409760e+01,8.74831295e+00,7.89631701e+00,1.59578240e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03125000,1.26053177,2.95593122,-0.69733473,4.53790156e+04,4.02558813e+03,1.26216833e+03,3.38793823e+02,8.56409760e+01,8.56409760e+01,8.74831295e+00,7.89631701e+00,1.59578240e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03194444,1.24696101,2.98641920,-0.68602853,3.58877578e+04,3.25310669e+03,1.01878015e+03,2.58120148e+02,6.88488159e+01,6.88488159e+01,7.03959322e+00,6.46172380e+00,1.24476957e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03263889,1.23319893,3.01644949,-0.67461718,3.58877578e+04,3.25310669e+03,1.01878015e+03,2.58120148e+02,6.88488159e+01,6.88488159e+01,7.03959322e+00,6.46172380e+00,1.24476957e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03333333,1.21925132,3.04602571,-0.66310412,3.58877578e+04,3.25310669e+03,1.01878015e+03,2.58120148e+02,6.88488159e+01,6.88488159e+01,7.03959322e+00,6.46172380e+00,1.24476957e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03402778,1.20512321,3.07515099,-0.65149297,3.58877578e+04,3.25310669e+03,1.01878015e+03,2.58120148e+02,6.88488159e+01,6.88488159e+01,7.03959322e+00,6.46172380e+00,1.24476957e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03472222,1.19081978,3.10382911,-0.63978701,4.91857656e+04,4.35225342e+03,1.35104285e+03,3.35408936e+02,8.60868225e+01,8.60868225e+01,8.09561729e+00,7.35813618e+00,1.44962883e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03541667,1.17634606,3.13206335,-0.62798955,4.91857656e+04,4.35225342e+03,1.35104285e+03,3.35408936e+02,8.60868225e+01,8.60868225e+01,8.09561729e+00,7.35813618e+00,1.44962883e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03611111,1.16170690,3.15985701,-0.61610356,3.99742422e+04,3.29626270e+03,1.02811792e+03,2.52524445e+02,5.37657814e+01,5.37657814e+01,6.41768551e+00,6.14058304e+00,1.38029444e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03680556,1.14690686,3.18721324,-0.60413250,3.99742422e+04,3.29626270e+03,1.02811792e+03,2.52524445e+02,5.37657814e+01,5.37657814e+01,6.41768551e+00,6.14058304e+00,1.38029444e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
