# Legacy Model output file: ../../unitTests/Legacy/Ax8min_atEpoch_Diff.AP8.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AP8
# Particle species:         H+
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Activity Level: Min
# Energy levels (MeV):       0.1 0.2 0.4 0.6 0.8 1 2 4 6 8 10 15 20 30 50 60 80 100 150 200 250
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.01458333,1.51093106,2.07651714,-0.92525113,5.86740608e+08,2.13326960e+08,6.81429440e+07,2.06202380e+07,8.33997000e+06,4.60637550e+06,1.07412664e+05,8.26578857e+02,3.54169846e+01,2.57377505e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01527778,1.50418085,2.11922432,-0.91794984,5.93884672e+08,2.17675904e+08,6.92549760e+07,2.17366360e+07,8.41845000e+06,4.70640700e+06,1.07839344e+05,7.97273865e+02,3.38210640e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01597222,1.49703211,2.16136976,-0.91040510,5.93681088e+08,2.25022272e+08,7.02082080e+07,2.27811780e+07,8.52242500e+06,4.79708400e+06,1.08038023e+05,7.70318909e+02,3.22264290e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01666667,1.48949758,2.20295831,-0.90262557,5.92890432e+08,2.32121504e+08,7.10200160e+07,2.35681940e+07,8.72982000e+06,4.91384450e+06,1.07958180e+05,7.49633667e+02,3.06582241e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01736111,1.48158981,2.24399485,-0.89462001,5.91838656e+08,2.38995280e+08,7.17196560e+07,2.42095020e+07,8.93508200e+06,5.07296350e+06,1.07934039e+05,7.30664551e+02,2.92447071e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01805556,1.47332072,2.28448440,-0.88639597,5.89960192e+08,2.45449088e+08,7.22451680e+07,2.46393000e+07,9.20795500e+06,5.23221550e+06,1.08521898e+05,7.08117249e+02,2.77446842e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01875000,1.46470178,2.32443150,-0.87796145,5.87628416e+08,2.51617664e+08,7.26414400e+07,2.50410500e+07,9.42219100e+06,5.40238600e+06,1.09828492e+05,6.85122498e+02,2.62600784e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.01944444,1.45574413,2.36384103,-0.86932383,5.84849728e+08,2.54843184e+08,7.44557600e+07,2.54095660e+07,9.57855000e+06,5.58434800e+06,1.11323648e+05,6.61587158e+02,2.48767853e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02013889,1.44645844,2.40271786,-0.86049017,5.81157440e+08,2.55766976e+08,7.73402880e+07,2.57394580e+07,9.72694800e+06,5.75031200e+06,1.12986719e+05,6.38108887e+02,2.36074829e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02083333,1.43685460,2.44106636,-0.85146738,5.67649856e+08,2.55946528e+08,7.93427520e+07,2.58073360e+07,9.87111400e+06,5.79872700e+06,1.13075727e+05,6.16789612e+02,2.19639416e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02152778,1.42694265,2.47889157,-0.84226174,5.54528576e+08,2.55763504e+08,8.12196720e+07,2.58455500e+07,9.99595600e+06,5.83546750e+06,1.12724820e+05,5.95027100e+02,2.04356384e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02222222,1.41673201,2.51619773,-0.83287968,5.42584896e+08,2.55411536e+08,8.30532480e+07,2.58800620e+07,1.01115380e+07,5.86986600e+06,1.12220070e+05,5.74998230e+02,1.90932674e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02291667,1.40623164,2.55298955,-0.82332732,5.30197632e+08,2.54556896e+08,8.46541120e+07,2.58606560e+07,1.01972620e+07,5.88330500e+06,1.11057164e+05,5.52650452e+02,1.76474495e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02361111,1.39545046,2.58927141,-0.81361047,5.26009312e+08,2.53391504e+08,8.61036160e+07,2.58131760e+07,1.02631440e+07,5.88512700e+06,1.09526258e+05,5.30233398e+02,1.63082294e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02430556,1.38439666,2.62504771,-0.80373478,5.36273056e+08,2.52160096e+08,8.67951520e+07,2.62634840e+07,1.03255450e+07,5.88849900e+06,1.07990766e+05,5.09906708e+02,1.51661139e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02500000,1.37307870,2.66032286,-0.79370542,5.47598208e+08,2.50468256e+08,8.67100720e+07,2.69979940e+07,1.03573430e+07,5.87097950e+06,1.05874320e+05,4.87811920e+02,1.40263615e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02569444,1.36150411,2.69510108,-0.78352791,5.56396224e+08,2.47974016e+08,8.59296000e+07,2.78315780e+07,1.03396430e+07,5.80679900e+06,1.03431789e+05,4.63215210e+02,1.27718782e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02638889,1.34968075,2.72938677,-0.77320693,5.67321088e+08,2.46024256e+08,8.55103120e+07,2.86934980e+07,1.03517040e+07,5.76119900e+06,1.02563273e+05,4.48705566e+02,1.19302797e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02708333,1.33761568,2.76318386,-0.76274752,5.78228288e+08,2.44068768e+08,8.51388320e+07,2.95142000e+07,1.03599620e+07,5.71381950e+06,1.01922062e+05,4.36497559e+02,1.12598438e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02777778,1.32531611,2.79649642,-0.75215438,5.85805184e+08,2.43691264e+08,8.47302320e+07,3.02590740e+07,1.01885220e+07,5.75107100e+06,1.01193477e+05,4.23845062e+02,1.06955738e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02847222,1.31278896,2.82932870,-0.74143207,5.87401472e+08,2.53021264e+08,8.51222960e+07,3.05388440e+07,1.05020640e+07,5.86625950e+06,1.01906461e+05,4.15445648e+02,1.02704201e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02916667,1.30004065,2.86168446,-0.73058466,5.88829632e+08,2.62047568e+08,8.54289520e+07,3.07960280e+07,1.07974250e+07,5.97546150e+06,1.02443672e+05,4.06037476e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
