# Irene Model output file: ../../unitTests/Legacy/CRRactive_atEpoch_Diff.CRRESPRO.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESPRO
# Particle species:         H+
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Activity Level: Active
# Energy levels (MeV):       1.5 2.1 2.5 2.9 3.6 4.3 5.7 6.8 8.5 9.7 10.7 13.2 16.9 19.4 26.3 30.9 36.3 41.1 47 55 65.7 81.3
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2/MeV)
53219.02847222,1.31278896,2.82932870,-0.74143207,9.09037431e+07,1.33268992e+07,4.96826219e+06,1.52508370e+06,3.66342756e+05,9.82935856e+04,1.16613084e+04,9.28038912e+03,2.77538835e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02916667,1.30004065,2.86168446,-0.73058466,9.30585570e+07,1.36052051e+07,5.06336333e+06,1.55134091e+06,3.72707585e+05,9.97677788e+04,1.16613084e+04,9.46865864e+03,2.82503139e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02986111,1.28707747,2.89356762,-0.71961671,9.56867172e+07,1.39516145e+07,5.18016697e+06,1.58345597e+06,3.80154044e+05,1.01466034e+05,1.17252080e+04,9.66780229e+03,2.87977383e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03055556,1.27390601,2.92498195,-0.70853199,9.87882243e+07,1.43661274e+07,5.31867316e+06,1.62142890e+06,3.88682136e+05,1.03388350e+05,1.18530074e+04,9.87782013e+03,2.93961567e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03125000,1.26053177,2.95593122,-0.69733473,1.01889731e+08,1.47806403e+07,5.45717933e+06,1.65940183e+06,3.97210227e+05,1.05310667e+05,1.19808067e+04,1.00878379e+04,2.99945751e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03194444,1.24696101,2.98641920,-0.68602853,1.04664284e+08,1.51554713e+07,5.58348191e+06,1.69258364e+06,4.04550809e+05,1.07044440e+05,1.20880466e+04,1.02797961e+04,3.05271785e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03263889,1.23319893,3.01644949,-0.67461718,1.07111883e+08,1.54906203e+07,5.69758091e+06,1.72097434e+06,4.10703882e+05,1.08589671e+05,1.21747270e+04,1.04536946e+04,3.09939672e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03333333,1.21925132,3.04602571,-0.66310412,1.09559481e+08,1.58257692e+07,5.81167990e+06,1.74936504e+06,4.16856954e+05,1.10134901e+05,1.22614075e+04,1.06275930e+04,3.14607557e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03402778,1.20512321,3.07515099,-0.65149297,1.12007080e+08,1.61609182e+07,5.92577890e+06,1.77775574e+06,4.23010027e+05,1.11680132e+05,1.23480879e+04,1.08014915e+04,3.19275444e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03472222,1.19081978,3.10382911,-0.63978701,1.14912136e+08,1.65535835e+07,6.05900093e+06,1.81065024e+06,4.30057109e+05,1.13427637e+05,1.24467392e+04,1.09869159e+04,3.24327440e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03541667,1.17634606,3.13206335,-0.62798955,1.18274649e+08,1.70037652e+07,6.21134603e+06,1.84804857e+06,4.37998202e+05,1.15377417e+05,1.25573613e+04,1.11838662e+04,3.29763549e+03,1.48373988e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
