# Legacy Model output file: ../../unitTests/Legacy/Ax8max_atEpoch_Diff.AP8.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AP8
# Particle species:         H+
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Activity Level: Max
# Energy levels (MeV):       0.1 0.2 0.4 0.6 0.8 1 2 4 6 8 10 15 20 30 50 60 80 100 150 200 250
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.52569444,1.26722407,2.93863903,-0.69004473,2.03577779e+09,1.12149389e+09,4.77598400e+08,2.30341264e+08,1.08982928e+08,8.15088880e+07,3.26555525e+06,3.43999492e+04,1.76504810e+03,2.03020599e+02,4.00535622e+01,1.39192522e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52638889,1.25375471,2.96938630,-0.67866760,2.01334694e+09,1.10568128e+09,4.58024448e+08,2.24903904e+08,1.06759216e+08,7.79900800e+07,2.99642350e+06,3.00338477e+04,1.50695471e+03,1.64457352e+02,3.18016872e+01,8.86990607e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52708333,1.24009072,2.99967243,-0.66718499,1.98965325e+09,1.08917146e+09,4.38925376e+08,2.19350272e+08,1.04413512e+08,7.45203600e+07,2.74473100e+06,2.61802832e+04,1.28410962e+03,1.33034668e+02,2.52183609e+01,5.38844287e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52777778,1.22623744,3.02950119,-0.65560051,1.96647846e+09,1.07306739e+09,4.21034016e+08,2.14025616e+08,1.02118680e+08,7.12672720e+07,2.51895450e+06,2.28909043e+04,1.09781580e+03,1.08135277e+02,2.01050282e+01,3.07743907e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52847222,1.21220053,3.05887604,-0.64391779,1.92887142e+09,1.05331450e+09,4.05559840e+08,2.07646928e+08,9.98523920e+07,6.82355440e+07,2.30942275e+06,2.00175527e+04,9.34445679e+02,8.78801270e+01,1.58937902e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52916667,1.19798515,3.08780057,-0.63214026,1.84919629e+09,1.02309229e+09,3.96095552e+08,1.98136512e+08,9.77319120e+07,6.56616320e+07,2.11569875e+06,1.75728652e+04,7.88425415e+02,7.17532959e+01,1.22938709e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.52986111,1.18359634,3.11627794,-0.62027122,1.77143898e+09,9.92489344e+08,3.86300224e+08,1.88754112e+08,9.54054400e+07,6.30125320e+07,1.93306862e+06,1.53864590e+04,6.63495850e+02,5.84698524e+01,9.46728992e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53055556,1.16903896,3.14431190,-0.60831382,1.69774490e+09,9.63448128e+08,3.76953408e+08,1.79961248e+08,9.31981520e+07,6.05343120e+07,1.76843700e+06,1.34871904e+04,5.59068848e+02,4.76963501e+01,7.28315115e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53125000,1.15431787,3.17190529,-0.59627119,1.62678246e+09,9.34726656e+08,3.67564064e+08,1.71440608e+08,9.08998800e+07,5.80696080e+07,1.61581575e+06,1.18074609e+04,4.70554871e+02,3.88750496e+01,5.58200026e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53194444,1.13943778,3.19906187,-0.58414631,1.56841830e+09,9.05637568e+08,3.57481504e+08,1.63864992e+08,8.82011120e+07,5.55461920e+07,1.47979462e+06,1.02335039e+04,3.92032806e+02,3.14317093e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53263889,1.12440310,3.22578431,-0.57194233,1.53728205e+09,8.74370816e+08,3.45357248e+08,1.58042592e+08,8.44527040e+07,5.27455400e+07,1.36425675e+06,8.65548145e+03,3.18818054e+02,2.49551277e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53333333,1.10921820,3.25207622,-0.55966176,1.50642035e+09,8.44251008e+08,3.33638912e+08,1.52411184e+08,8.08648160e+07,5.00934000e+07,1.25706488e+06,7.32007764e+03,2.59267517e+02,1.97912445e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53402778,1.09388749,3.27794026,-0.54730773,1.47588045e+09,8.15226496e+08,3.22312320e+08,1.46965888e+08,7.74310960e+07,4.75816640e+07,1.15768288e+06,6.19016797e+03,2.10840302e+02,1.56778669e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53472222,1.07841506,3.30337958,-0.53488260,1.44593894e+09,7.87532160e+08,3.11438816e+08,1.41712592e+08,7.41388480e+07,4.52094440e+07,1.06631125e+06,5.25035742e+03,1.72193573e+02,1.24627180e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53541667,1.06280481,3.32839701,-0.52238935,1.41412147e+09,7.60946368e+08,3.00963776e+08,1.36619280e+08,7.10704400e+07,4.29711240e+07,9.79405875e+05,4.48156738e+03,1.41627533e+02,9.86306572e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
