# Legacy Model output file: ../../unitTests/Legacy/Ax8min_NatEpochSaa_Intg.AE8.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AE8
# Particle species:         e-
# Flux type:                Integral
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; SAA Shifted; Activity Level: Min
# Energy levels (MeV):       0.04 0.07 0.1 0.25 0.5 0.75 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s)
53219.02847222,1.31278896,2.82932870,-0.74143207,1.41159521e+07,1.02733496e+07,7.47676123e+06,3.75593457e+06,1.78705981e+06,9.57335815e+05,7.98929993e+05,3.95733704e+05,1.94462784e+05,1.00503578e+05,4.95859642e+04,2.29443531e+04,9.12402058e+03,2.82373238e+03,6.48159683e+02,1.19786799e+02,1.85821410e+01,2.31553777e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02916667,1.30004065,2.86168446,-0.73058466,1.43295908e+07,1.04466533e+07,7.61587939e+06,3.82827856e+06,1.82343591e+06,9.76423767e+05,8.14631409e+05,4.03524811e+05,1.97877853e+05,1.02368690e+05,5.03250389e+04,2.31976089e+04,9.19136715e+03,2.83055973e+03,6.46090984e+02,1.18809462e+02,1.83294062e+01,2.25703442e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.02986111,1.28707747,2.89356762,-0.71961671,1.45294150e+07,1.06190781e+07,7.76114795e+06,3.90380298e+06,1.86105078e+06,1.00917798e+06,8.29904785e+05,4.10136017e+05,2.01232681e+05,1.04045860e+05,5.09247322e+04,2.34195404e+04,9.24220848e+03,2.83370209e+03,6.44118071e+02,1.17736772e+02,1.79455262e+01,2.18937662e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03055556,1.27390601,2.92498195,-0.70853199,1.47286943e+07,1.07919307e+07,7.90741553e+06,3.97992578e+06,1.89901208e+06,1.04279846e+06,8.45274292e+05,4.16761719e+05,2.04598343e+05,1.05726822e+05,5.15199089e+04,2.36382732e+04,9.29123783e+03,2.83620954e+03,6.42006218e+02,1.16647571e+02,1.75657310e+01,2.12324969e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03125000,1.26053177,2.95593122,-0.69733473,1.49328711e+07,1.09710312e+07,8.06030664e+06,4.05964966e+06,1.93887366e+06,1.07906982e+06,8.61322693e+05,4.23623749e+05,2.08091568e+05,1.07467506e+05,5.21226196e+04,2.38555927e+04,9.33667374e+03,2.83671713e+03,6.39272809e+02,1.15408674e+02,1.71563476e+01,2.05327850e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03194444,1.24696101,2.98641920,-0.68602853,1.51274824e+07,1.11420869e+07,8.20666895e+06,4.13601758e+06,1.97708899e+06,1.11426624e+06,8.76682800e+05,4.30177704e+05,2.11429337e+05,1.09130165e+05,5.26962624e+04,2.40621948e+04,9.37987995e+03,2.83731341e+03,6.36747122e+02,1.14263892e+02,1.67819280e+01,1.98986381e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03263889,1.23319893,3.01644949,-0.67461718,1.53211807e+07,1.13132891e+07,8.35381836e+06,4.21287402e+06,2.01560400e+06,1.15035168e+06,8.92116028e+05,4.36734314e+05,2.14772324e+05,1.10793480e+05,5.32642288e+04,2.42650738e+04,9.42115974e+03,2.83726978e+03,6.34089708e+02,1.13105007e+02,1.64119937e+01,1.92795601e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03333333,1.21925132,3.04602571,-0.66310412,1.55195918e+07,1.14906777e+07,8.50768555e+06,4.29340674e+06,2.05606543e+06,1.18929272e+06,9.08236633e+05,4.43525696e+05,2.18242905e+05,1.12516350e+05,5.38389091e+04,2.44661713e+04,9.45872784e+03,2.83522558e+03,6.30821824e+02,1.11803092e+02,1.60150863e+01,1.86267495e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03402778,1.20512321,3.07515099,-0.65149297,1.57077363e+07,1.16593730e+07,8.65438672e+06,4.37024072e+06,2.09470630e+06,1.22698035e+06,9.23601501e+05,4.49982239e+05,2.21543976e+05,1.14154419e+05,5.43825188e+04,2.46558552e+04,9.49394703e+03,2.83327127e+03,6.27765477e+02,1.10594578e+02,1.56514924e+01,1.80345669e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03472222,1.19081978,3.10382911,-0.63978701,1.58981250e+07,1.18305176e+07,8.80361719e+06,4.44844922e+06,2.13407104e+06,1.26586243e+06,9.39227234e+05,4.56533325e+05,2.24895218e+05,1.15816208e+05,5.49315567e+04,2.48470116e+04,9.52930737e+03,2.83131838e+03,6.24723256e+02,1.09399073e+02,1.52961491e+01,1.74612121e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
