# GPS_1DAY_SPMH test orbit
# System: GDZ
# Units: km
# Data Delimiter: Comma
# Time format: YrMoDaGmt
# Year,Month,Day,Gmt,X,Y,Z
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.069999999553e+04,2.019515034311e+04,4.727591315015e+01,9.722997098559e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.099999999776e+04,2.019563239517e+04,4.857391274722e+01,9.917452620970e+01
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.130000000000e+04,2.019607747875e+04,4.977872356986e+01,1.012811070205e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.160000000224e+04,2.019648218760e+04,5.088149999515e+01,1.035513004586e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.190000000447e+04,2.019684342444e+04,5.187317811353e+01,1.059832232014e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.219999999665e+04,2.019715842466e+04,5.274470126903e+01,1.085707746368e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.249999999888e+04,2.019742477750e+04,5.348730648489e+01,1.113030034152e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.280000000112e+04,2.019764044448e+04,5.409286221666e+01,1.141637053786e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.310000000335e+04,2.019780377504e+04,5.455423791002e+01,1.171313784627e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.339999999553e+04,2.019791351915e+04,5.486567372762e+01,1.201796331761e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.369999999776e+04,2.019796883691e+04,5.502311138984e+01,1.232781025599e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.400000000000e+04,2.019796930495e+04,5.502444478481e+01,1.263938084999e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.430000000224e+04,2.019791491968e+04,5.486965591535e+01,1.294928530332e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.460000000447e+04,2.019780609734e+04,5.456081606456e+01,1.325422276467e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.489999999665e+04,2.019764367079e+04,5.410195209421e+01,1.355115079709e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.519999999888e+04,2.019742888312e+04,5.349879740246e+01,1.383742279917e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.550000000112e+04,2.019716337817e+04,5.275846223934e+01,1.411087974060e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.580000000335e+04,2.019684918793e+04,5.188906420314e+01,1.436989210452e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.609999999553e+04,2.019648871697e+04,5.089935855589e+01,1.461335603050e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.639999999776e+04,2.019608472401e+04,4.979839941948e+01,1.484065369731e+02
2.015000000000e+03,1.000000000000e+00,1.000000000000e+00,5.670000000000e+04,2.019564030088e+04,4.859525267721e+01,1.505159018521e+02
