# GPS_1DAY_SPMHE directions
# System: MAG
# Data Delimiter: Comma
# d1,d2,d3,d1,d2,d3
2.335548161941e-01,5.257511013893e-01,8.179473865845e-01,4.505774794690e-01,5.691720983820e-01,6.877667172951e-01
2.341923488468e-01,5.259233351258e-01,8.176543214047e-01,4.506720524519e-01,5.691836294843e-01,6.876952065166e-01
2.348277322935e-01,5.260947478851e-01,8.173617634766e-01,4.507664867011e-01,5.691951363889e-01,6.876237860767e-01
2.354609763655e-01,5.262653446117e-01,8.170697128579e-01,4.508607825169e-01,5.692066191630e-01,6.875524558092e-01
2.360920908407e-01,5.264351302151e-01,8.167781695894e-01,4.509549401990e-01,5.692180778737e-01,6.874812155484e-01
2.367210854448e-01,5.266041095700e-01,8.164871336952e-01,4.510489600460e-01,5.692295125875e-01,6.874100651291e-01
2.373479698507e-01,5.267722875168e-01,8.161966051829e-01,4.511428423558e-01,5.692409233711e-01,6.873390043863e-01
2.379727536795e-01,5.269396688617e-01,8.159065840439e-01,4.512365874254e-01,5.692523102905e-01,6.872680331556e-01
2.385954465002e-01,5.271062583769e-01,8.156170702537e-01,4.513301955509e-01,5.692636734119e-01,6.871971512729e-01
2.392160578305e-01,5.272720608013e-01,8.153280637721e-01,4.514236670278e-01,5.692750128010e-01,6.871263585743e-01
2.398345971367e-01,5.274370808401e-01,8.150395645434e-01,4.515170021503e-01,5.692863285235e-01,6.870556548966e-01
2.404510738344e-01,5.276013231655e-01,8.147515724967e-01,4.516102012123e-01,5.692976206446e-01,6.869850400768e-01
2.410654972883e-01,5.277647924171e-01,8.144640875460e-01,4.517032645066e-01,5.693088892295e-01,6.869145139524e-01
2.416778768128e-01,5.279274932016e-01,8.141771095905e-01,4.517961923251e-01,5.693201343430e-01,6.868440763610e-01
2.422882216721e-01,5.280894300936e-01,8.138906385150e-01,4.518889849590e-01,5.693313560500e-01,6.867737271409e-01
2.428965410810e-01,5.282506076354e-01,8.136046741899e-01,4.519816426987e-01,5.693425544147e-01,6.867034661307e-01
2.435028442042e-01,5.284110303378e-01,8.133192164715e-01,4.520741658337e-01,5.693537295015e-01,6.866332931693e-01
2.441071401575e-01,5.285707026798e-01,8.130342652021e-01,4.521665546527e-01,5.693648813744e-01,6.865632080960e-01
2.447094380077e-01,5.287296291091e-01,8.127498202104e-01,4.522588094437e-01,5.693760100971e-01,6.864932107505e-01
2.453097467729e-01,5.288878140423e-01,8.124658813118e-01,4.523509304936e-01,5.693871157333e-01,6.864233009729e-01
2.459080754226e-01,5.290452618654e-01,8.121824483081e-01,4.524429180889e-01,5.693981983462e-01,6.863534786036e-01
2.465044328784e-01,5.292019769334e-01,8.118995209884e-01,4.525347725150e-01,5.694092579992e-01,6.862837434834e-01
2.470988280139e-01,5.293579635712e-01,8.116170991286e-01,4.526264940565e-01,5.694202947551e-01,6.862140954536e-01
2.476912696551e-01,5.295132260737e-01,8.113351824922e-01,4.527180829974e-01,5.694313086765e-01,6.861445343556e-01
2.482817665807e-01,5.296677687055e-01,8.110537708303e-01,4.528095396208e-01,5.694422998261e-01,6.860750600315e-01
2.488703275224e-01,5.298215957020e-01,8.107728638816e-01,4.529008642088e-01,5.694532682661e-01,6.860056723234e-01
2.494569611650e-01,5.299747112688e-01,8.104924613726e-01,4.529920570431e-01,5.694642140586e-01,6.859363710742e-01
2.500416761468e-01,5.301271195826e-01,8.102125630184e-01,4.530831184043e-01,5.694751372655e-01,6.858671561267e-01
2.506244810599e-01,5.302788247909e-01,8.099331685218e-01,4.531740485724e-01,5.694860379485e-01,6.857980273245e-01
2.512053844504e-01,5.304298310126e-01,8.096542775748e-01,4.532648478265e-01,5.694969161689e-01,6.857289845113e-01
2.517843948186e-01,5.305801423380e-01,8.093758898574e-01,4.533555164450e-01,5.695077719881e-01,6.856600275312e-01
2.523615206193e-01,5.307297628291e-01,8.090980050390e-01,4.534460547054e-01,5.695186054670e-01,6.855911562287e-01
2.529367702622e-01,5.308786965200e-01,8.088206227777e-01,4.535364628846e-01,5.695294166666e-01,6.855223704486e-01
2.535101521121e-01,5.310269474166e-01,8.085437427211e-01,4.536267412586e-01,5.695402056474e-01,6.854536700362e-01
2.540816744889e-01,5.311745194975e-01,8.082673645061e-01,4.537168901027e-01,5.695509724699e-01,6.853850548371e-01
2.546513456681e-01,5.313214167135e-01,8.079914877590e-01,4.538069096914e-01,5.695617171943e-01,6.853165246972e-01
2.552191738812e-01,5.314676429886e-01,8.077161120960e-01,4.538968002984e-01,5.695724398806e-01,6.852480794628e-01
2.557851673157e-01,5.316132022195e-01,8.074412371233e-01,4.539865621966e-01,5.695831405886e-01,6.851797189805e-01
2.563493341152e-01,5.317580982761e-01,8.071668624370e-01,4.540761956584e-01,5.695938193779e-01,6.851114430973e-01
2.569116823802e-01,5.319023350019e-01,8.068929876236e-01,4.541657009552e-01,5.696044763079e-01,6.850432516607e-01
2.574722201677e-01,5.320459162138e-01,8.066196122598e-01,4.542550783577e-01,5.696151114380e-01,6.849751445182e-01
2.580309554922e-01,5.321888457026e-01,8.063467359130e-01,4.543443281358e-01,5.696257248269e-01,6.849071215181e-01
2.585878963250e-01,5.323311272331e-01,8.060743581413e-01,4.544334505587e-01,5.696363165337e-01,6.848391825087e-01
2.591430505954e-01,5.324727645445e-01,8.058024784936e-01,4.545224458950e-01,5.696468866169e-01,6.847713273388e-01
2.596964261902e-01,5.326137613501e-01,8.055310965100e-01,4.546113144123e-01,5.696574351349e-01,6.847035558574e-01
2.602480309545e-01,5.327541213380e-01,8.052602117215e-01,4.547000563777e-01,5.696679621459e-01,6.846358679142e-01
2.607978726915e-01,5.328938481710e-01,8.049898236506e-01,4.547886720572e-01,5.696784677081e-01,6.845682633589e-01
2.613459591630e-01,5.330329454872e-01,8.047199318113e-01,4.548771617166e-01,5.696889518791e-01,6.845007420416e-01
2.618922980897e-01,5.331714168994e-01,8.044505357092e-01,4.549655256205e-01,5.696994147167e-01,6.844333038130e-01
2.624368971511e-01,5.333092659963e-01,8.041816348414e-01,4.550537640329e-01,5.697098562783e-01,6.843659485238e-01
2.629797639860e-01,5.334464963417e-01,8.039132286974e-01,4.551418772172e-01,5.697202766212e-01,6.842986760252e-01
2.635209061928e-01,5.335831114755e-01,8.036453167582e-01,4.552298654360e-01,5.697306758024e-01,6.842314861688e-01
2.640603313296e-01,5.337191149135e-01,8.033778984974e-01,4.553177289511e-01,5.697410538789e-01,6.841643788066e-01
2.645980469143e-01,5.338545101474e-01,8.031109733806e-01,4.554054680237e-01,5.697514109072e-01,6.840973537906e-01
2.651340604251e-01,5.339893006456e-01,8.028445408661e-01,4.554930829142e-01,5.697617469439e-01,6.840304109736e-01
2.656683793006e-01,5.341234898526e-01,8.025786004046e-01,4.555805738823e-01,5.697720620453e-01,6.839635502084e-01
2.662010109401e-01,5.342570811899e-01,8.023131514396e-01,4.556679411870e-01,5.697823562676e-01,6.838967713482e-01
2.667319627036e-01,5.343900780555e-01,8.020481934074e-01,4.557551850865e-01,5.697926296666e-01,6.838300742467e-01
2.672612419124e-01,5.345224838248e-01,8.017837257373e-01,4.558423058386e-01,5.698028822982e-01,6.837634587578e-01
