# File: Run/ephem_molinya.dat
#
# Ephemeris generated from specified elements
# Propagator: SGP4 (improved,WGS84)
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re)
57041.21458333,-1.37416057,-2.42952409,3.10007935
57041.21527778,-1.36036173,-2.44063613,3.13181298
57041.21597222,-1.34646084,-2.45156506,3.16331156
57041.21666667,-1.33246077,-2.46231335,3.19457700
57041.21736111,-1.31836429,-2.47288343,3.22561117
57041.21805556,-1.30417409,-2.48327768,3.25641591
57041.21875000,-1.28989278,-2.49349841,3.28699305
57041.21944444,-1.27552292,-2.50354791,3.31734438
57041.22013889,-1.26106696,-2.51342838,3.34747169
57041.22083333,-1.24652731,-2.52314200,3.37737670
57041.22152778,-1.23190629,-2.53269090,3.40706115
57041.22222222,-1.21720619,-2.54207715,3.43652674
57041.22291667,-1.20242919,-2.55130279,3.46577512
57041.22361111,-1.18757746,-2.56036980,3.49480797
57041.22430556,-1.17265308,-2.56928015,3.52362689
57041.22500000,-1.15765808,-2.57803574,3.55223350
57041.22569444,-1.14259444,-2.58663844,3.58062937
57041.22638889,-1.12746409,-2.59509008,3.60881606
57041.22708333,-1.11226891,-2.60339245,3.63679511
57041.22777778,-1.09701072,-2.61154732,3.66456802
57041.22847222,-1.08169131,-2.61955640,3.69213630
57041.22916667,-1.06631242,-2.62742139,3.71950140
57041.22986111,-1.05087572,-2.63514393,3.74666478
57041.23055556,-1.03538289,-2.64272566,3.77362788
57041.23125000,-1.01983552,-2.65016816,3.80039209
57041.23194444,-1.00423518,-2.65747299,3.82695880
57041.23263889,-0.98858341,-2.66464168,3.85332939
57041.23333333,-0.97288170,-2.67167573,3.87950520
57041.23402778,-0.95713152,-2.67857661,3.90548756
57041.23472222,-0.94133427,-2.68534577,3.93127779
57041.23541667,-0.92549136,-2.69198462,3.95687718
57041.23611111,-0.90960414,-2.69849455,3.98228700
57041.23680556,-0.89367393,-2.70487694,4.00750850
57041.23750000,-0.87770204,-2.71113311,4.03254294
57041.23819444,-0.86168972,-2.71726438,4.05739153
57041.23888889,-0.84563821,-2.72327205,4.08205548
57041.23958333,-0.82954873,-2.72915739,4.10653596
57041.24027778,-0.81342245,-2.73492163,4.13083417
57041.24097222,-0.79726052,-2.74056600,4.15495125
57041.24166667,-0.78106409,-2.74609171,4.17888834
57041.24236111,-0.76483424,-2.75149993,4.20264656
57041.24305556,-0.74857208,-2.75679183,4.22622703
57041.24375000,-0.73227864,-2.76196854,4.24963084
57041.24444444,-0.71595497,-2.76703119,4.27285906
57041.24513889,-0.69960207,-2.77198087,4.29591277
57041.24583333,-0.68322095,-2.77681867,4.31879300
57041.24652778,-0.66681257,-2.78154565,4.34150079
57041.24722222,-0.65037789,-2.78616286,4.36403718
57041.24791667,-0.63391782,-2.79067133,4.38640315
57041.24861111,-0.61743330,-2.79507207,4.40859972
57041.24930556,-0.60092520,-2.79936608,4.43062785
57041.25000000,-0.58439441,-2.80355433,4.45248851
